id_contrat,num_contrat,id_client,ref_intermediaire,code_produit,libelle_produit,type_produit,statut_produit,code_regime_fiscal,code_etat_contrat,code_mode_gestion,prime_initiale,somme_versements,somme_rachats,valeur_rachat,valeur_acquise,date_souscription,date_effet_contrat,date_derniere_revue,date_prochaine_revue,flag_nantissement,flag_resynchro,nom_intermediaire,pays_intermediaire,type_intermediaire,score_lc189,risque_contrat,remediation_ouverte
BA000372,BA000372,CLI_0271,INT_0002,EPLAT_BE,ePlatinum Belgium,AV,actif,AV,ENC,C,250000,282000,98000,240600,84100,2023-11-17,2023-11-17,,,False,False,Patrimoine & Conseil,Belgium,courtier,0,LOW,False
BA000373,BA000373,CLI_0271,INT_0002,WEALIFE_BE,Wealins Life Belgium,AV,actif,AV,TER,C,250000,250000,0,243200,46700,2022-03-06,2022-03-06,,,False,True,Patrimoine & Conseil,Belgium,courtier,0,LOW,False
BA000374,BA000374,CLI_0272,INT_0007,WEALIFE_PT,Wealins Life Portugal,AV,actif,AV,TER,L,250000,250000,100000,175700,28300,2019-08-06,2019-08-06,,,False,False,Porto Investimentos,Portugal,courtier,0,LOW,False
BA000375,BA000375,CLI_0273,INT_0004,WEALIFE_IT,Wealins Life Italy +,AV,actif,AV,ENC,C,1674000,1674000,0,2077400,615600,2025-01-29,2025-01-29,,,False,False,Milano Fiduciaria,Italy,fiduciaire,0,LOW,False
BA000376,BA000376,CLI_0274,INT_0006,WEACAP_LU,Wealins Capi Luxembourg,CAP,actif,CAP,ENC,C,250000,296000,55000,226400,75300,2026-07-20,2026-07-20,,,True,True,Lux Private Office,Luxembourg,family_office,0,LOW,False
BA000377,BA000377,CLI_0275,INT_0004,WEALIFE_IT,Wealins Life Italy +,AV,actif,AV,ENC,C,250000,299000,73000,254500,55300,2022-10-01,2022-10-01,,,False,False,Milano Fiduciaria,Italy,fiduciaire,0,LOW,False
BA000378,BA000378,CLI_0275,INT_0004,WEALIFE_IT,Wealins Life Italy +,AV,actif,AV,ENC,C,250000,250000,46000,271400,77800,2025-02-25,2025-02-25,,,False,True,Milano Fiduciaria,Italy,fiduciaire,0,LOW,False
BA000379,BA000379,CLI_0276,INT_0001,WEALIFE_FR,Wealins Life France,AV,actif,AV,ENC,L,250000,250000,0,247600,79100,2021-10-18,2021-10-18,,,False,False,Valoria Capital,France,courtier,0,LOW,False
BA000380,BA000380,CLI_0276,INT_0001,WEALIFE_FR,Wealins Life France,AV,actif,AV,ENC,C,250000,280000,0,339500,106800,2023-06-03,2023-06-03,,,False,True,Valoria Capital,France,courtier,0,LOW,False
BA000381,BA000381,CLI_0276,INT_0001,WEACAP_FR,Wealins Capi France,CAP,actif,CAP,ENC,C,250000,250000,0,238600,76200,2024-05-10,2024-05-10,,,False,False,Valoria Capital,France,courtier,0,LOW,False
BA000382,BA000382,CLI_0277,INT_0001,WEALIFE_FR,Wealins Life France,AV,actif,AV,ENC,C,354000,406000,0,421600,77300,2018-08-14,2018-08-14,,,False,True,Valoria Capital,France,courtier,0,LOW,False
BA000383,BA000383,CLI_0278,INT_0006,EPLAT_BRD,ePlatinum Birdie,AV,actif,AV,ENC,L,250000,349000,50000,425500,77300,2022-03-23,2022-03-23,,,True,False,Lux Private Office,Luxembourg,family_office,0,LOW,False
BA000384,BA000384,CLI_0279,INT_0001,WEALIFE_FR,Wealins Life France,AV,actif,AV,ENC,C,250000,250000,0,356300,93700,2023-12-27,2023-12-27,,,False,False,Valoria Capital,France,courtier,0,LOW,False
BA000385,BA000385,CLI_0280,INT_0002,EPLAT_BE,ePlatinum Belgium,AV,actif,AV,ENC,C,346000,464000,0,444500,138700,2019-06-12,2019-06-12,,,True,True,Patrimoine & Conseil,Belgium,courtier,0,LOW,True
BA000386,BA000386,CLI_0281,INT_0004,WEALIFE_IT,Wealins Life Italy +,AV,actif,AV,TER,C,250000,299000,0,302300,72500,2026-04-17,2026-04-17,,,False,False,Milano Fiduciaria,Italy,fiduciaire,0,LOW,True
BA000387,BA000387,CLI_0282,INT_0001,WEALIFE_FR,Wealins Life France,AV,actif,AV,ENC,C,950000,950000,329000,891300,259200,2021-03-15,2021-03-15,,,False,False,Valoria Capital,France,courtier,0,LOW,False
BA000388,BA000388,CLI_0283,INT_0001,WEALIFE_FR,Wealins Life France,AV,actif,AV,ENC,C,250000,250000,0,271500,69500,2019-03-22,2019-03-22,,,False,False,Valoria Capital,France,courtier,0,LOW,False
BA000389,BA000389,CLI_0284,INT_0004,WEALIFE_IT,Wealins Life Italy +,AV,actif,AV,ENC,C,257000,341000,0,416000,103700,2019-01-18,2019-01-18,,,False,False,Milano Fiduciaria,Italy,fiduciaire,0,LOW,False
BA000390,BA000390,CLI_0285,INT_0007,WEALIFE_PT,Wealins Life Portugal,AV,actif,AV,ENC,C,470000,582000,0,642700,202200,2026-06-15,2026-06-15,,,False,False,Porto Investimentos,Portugal,courtier,0,LOW,False
BA000391,BA000391,CLI_0285,INT_0007,WEALIFE_PT,Wealins Life Portugal,AV,actif,AV,ENC,L,250000,345000,0,419500,126300,2021-11-21,2021-11-21,,,False,False,Porto Investimentos,Portugal,courtier,0,LOW,False
BA000392,BA000392,CLI_0286,INT_0001,WEALIFE_FR,Wealins Life France,AV,actif,AV,TER,C,364000,364000,0,334400,98000,2019-01-21,2019-01-21,,,False,False,Valoria Capital,France,courtier,0,LOW,True
BA000393,BA000393,CLI_0287,INT_0001,WEALIFE_FR,Wealins Life France,AV,actif,AV,ENC,C,250000,250000,0,291500,90800,2023-01-28,2023-01-28,,,False,False,Valoria Capital,France,courtier,0,LOW,False
BA000394,BA000394,CLI_0288,INT_0001,WEACAP_FR,Wealins Capi France,CAP,actif,CAP,ENC,C,1172000,1172000,0,1489100,465700,2026-01-14,2026-01-14,,,False,False,Valoria Capital,France,courtier,0,LOW,False
BA000395,BA000395,CLI_0289,INT_0001,WEALIFE_FR,Wealins Life France,AV,actif,AV,ENC,C,250000,250000,0,257900,50700,2020-10-23,2020-10-23,,,False,False,Valoria Capital,France,courtier,0,LOW,False
BA000396,BA000396,CLI_0290,INT_0001,WEACAP_FR,Wealins Capi France,CAP,actif,CAP,SUS,C,703000,703000,241000,646500,118300,2019-04-02,2019-04-02,,,False,True,Valoria Capital,France,courtier,0,LOW,False
BA000397,BA000397,CLI_0291,INT_0006,WEACAP_LU,Wealins Capi Luxembourg,CAP,actif,CAP,ENC,C,250000,250000,82000,150500,46800,2021-04-19,2021-04-19,,,False,False,Lux Private Office,Luxembourg,family_office,0,LOW,False
BA000398,BA000398,CLI_0292,INT_0001,WEALIFE_FR,Wealins Life France,AV,actif,AV,ENC,C,573000,667000,0,923400,282600,2018-08-12,2018-08-12,,,False,True,Valoria Capital,France,courtier,0,LOW,False
BA000399,BA000399,CLI_0292,INT_0001,WEALIFE_FR,Wealins Life France,AV,actif,AV,TER,C,727000,727000,0,992600,341600,2022-03-14,2022-03-14,,,False,False,Valoria Capital,France,courtier,0,LOW,False
BA000400,BA000400,CLI_0293,INT_0001,WEACAP_FR,Wealins Capi France,CAP,actif,CAP,ENC,L,440000,483000,0,692800,155700,2025-06-22,2025-06-22,,,False,True,Valoria Capital,France,courtier,0,LOW,False
BA000401,BA000401,CLI_0293,INT_0001,WEACAP_FR,Wealins Capi France,CAP,actif,CAP,ENC,C,320000,389000,48000,409600,86000,2026-02-08,2026-02-08,,,False,False,Valoria Capital,France,courtier,0,LOW,False
BA000402,BA000402,CLI_0294,INT_0002,EPLAT_BE,ePlatinum Belgium,AV,actif,AV,TER,C,1330000,1330000,0,1284400,379200,2026-03-12,2026-03-12,,,False,False,Patrimoine & Conseil,Belgium,courtier,0,LOW,False
BA000403,BA000403,CLI_0295,INT_0002,WEALIFE_BE,Wealins Life Belgium,AV,actif,AV,ENC,C,517000,517000,0,481000,128000,2023-10-22,2023-10-22,,,False,False,Patrimoine & Conseil,Belgium,courtier,0,LOW,False
BA000404,BA000404,CLI_0296,INT_0002,WEALIFE_BE,Wealins Life Belgium,AV,actif,AV,ENC,L,250000,250000,0,285600,88400,2024-07-17,2024-07-17,,,False,False,Patrimoine & Conseil,Belgium,courtier,0,LOW,True
BA000405,BA000405,CLI_0297,INT_0001,WEACAP_FR,Wealins Capi France,CAP,actif,CAP,ENC,C,1771000,1771000,0,2285700,770500,2022-08-10,2022-08-10,,,False,False,Valoria Capital,France,courtier,0,LOW,False
BA000406,BA000406,CLI_0298,INT_0001,WEACAP_FR,Wealins Capi France,CAP,actif,CAP,ENC,C,673000,673000,0,814700,161800,2026-07-14,2026-07-14,,,False,True,Valoria Capital,France,courtier,0,LOW,False
BA000407,BA000407,CLI_0299,INT_0007,WEALIFE_PT,Wealins Life Portugal,AV,actif,AV,ENC,C,1193000,1193000,0,1467400,478500,2023-12-13,2023-12-13,,,False,False,Porto Investimentos,Portugal,courtier,0,LOW,False
BA000408,BA000408,CLI_0299,INT_0007,WEALIFE_PT,Wealins Life Portugal,AV,actif,AV,ENC,C,1020000,1084000,0,1086400,343200,2023-07-30,2023-07-30,,,False,False,Porto Investimentos,Portugal,courtier,0,LOW,False
BA000409,BA000409,CLI_0299,INT_0007,WEALIFE_PT,Wealins Life Portugal,AV,actif,AV,ENC,L,1477000,1477000,511000,1342600,293200,2024-06-26,2024-06-26,,,False,False,Porto Investimentos,Portugal,courtier,0,LOW,False
BA000410,BA000410,CLI_0300,INT_0002,WEALIFE_BE,Wealins Life Belgium,AV,actif,AV,ENC,L,250000,363000,0,408200,114300,2022-06-07,2022-06-07,,,False,False,Patrimoine & Conseil,Belgium,courtier,0,LOW,False
BA000411,BA000411,CLI_0301,INT_0002,EPLAT_BE,ePlatinum Belgium,AV,actif,AV,ENC,C,250000,304000,0,370500,98100,2020-01-18,2020-01-18,,,False,False,Patrimoine & Conseil,Belgium,courtier,0,LOW,True
BA000412,BA000412,CLI_0301,INT_0002,EPLAT_BE,ePlatinum Belgium,AV,actif,AV,ENC,C,250000,250000,61000,210900,67400,2024-10-21,2024-10-21,,,False,False,Patrimoine & Conseil,Belgium,courtier,0,LOW,False
BA000413,BA000413,CLI_0302,INT_0008,WEALIFE_FI,Wealins Life Finland,AV,actif,AV,ENC,C,250000,250000,0,255500,88200,2025-01-19,2025-01-19,,,False,False,Helsinki Wealth Advisors,Finland,courtier,0,LOW,False
BA000414,BA000414,CLI_0303,INT_0002,WEALIFE_BE,Wealins Life Belgium,AV,actif,AV,ENC,C,250000,250000,0,314000,54000,2022-03-06,2022-03-06,,,False,True,Patrimoine & Conseil,Belgium,courtier,0,LOW,False
BA000415,BA000415,CLI_0304,INT_0001,WEACAP_FR,Wealins Capi France,CAP,actif,CAP,ENC,C,1257000,1257000,0,1357800,222800,2026-03-12,2026-03-12,,,False,False,Valoria Capital,France,courtier,0,LOW,False
BA000416,BA000416,CLI_0305,INT_0002,EPLAT_BE,ePlatinum Belgium,AV,actif,AV,ENC,C,250000,250000,0,312300,53100,2020-10-05,2020-10-05,,,False,False,Patrimoine & Conseil,Belgium,courtier,0,LOW,False
BA000417,BA000417,CLI_0305,INT_0002,WEALIFE_BE,Wealins Life Belgium,AV,actif,AV,ENC,C,250000,291000,0,305600,105200,2021-05-31,2021-05-31,,,False,False,Patrimoine & Conseil,Belgium,courtier,0,LOW,False
BA000418,BA000418,CLI_0306,INT_0001,WEACAP_FR,Wealins Capi France,CAP,actif,CAP,TER,L,250000,250000,0,282100,51400,2025-06-28,2025-06-28,,,False,False,Valoria Capital,France,courtier,0,LOW,False
BA000419,BA000419,CLI_0307,INT_0004,WEALIFE_IT,Wealins Life Italy +,AV,actif,AV,ENC,L,2193000,2193000,0,2205800,675500,2025-03-24,2025-03-24,,,False,False,Milano Fiduciaria,Italy,fiduciaire,0,LOW,False
BA000420,BA000420,CLI_0308,INT_0002,EPLAT_BE,ePlatinum Belgium,AV,actif,AV,ENC,C,635000,635000,0,812400,130700,2023-11-21,2023-11-21,,,False,False,Patrimoine & Conseil,Belgium,courtier,0,LOW,True
BA000421,BA000421,CLI_0308,INT_0002,EPLAT_BE,ePlatinum Belgium,AV,actif,AV,ENC,L,636000,636000,93000,713700,171600,2023-03-23,2023-03-23,,,False,False,Patrimoine & Conseil,Belgium,courtier,0,LOW,False
BA000422,BA000422,CLI_0309,INT_0002,WEALIFE_BE,Wealins Life Belgium,AV,actif,AV,TER,L,327000,327000,0,471100,79400,2019-09-30,2019-09-30,,,False,False,Patrimoine & Conseil,Belgium,courtier,0,LOW,False
BA000423,BA000423,CLI_0310,INT_0006,WEALIFE_LU,Wealins Life Luxembourg,AV,actif,AV,TER,C,250000,337000,0,433100,150900,2020-10-08,2020-10-08,,,False,False,Lux Private Office,Luxembourg,family_office,0,LOW,False
BA000424,BA000424,CLI_0311,INT_0001,WEALIFE_FR,Wealins Life France,AV,actif,AV,ENC,L,512000,674000,0,622400,184300,2019-01-24,2019-01-24,,,False,False,Valoria Capital,France,courtier,0,LOW,False
BA000425,BA000425,CLI_0312,INT_0001,WEALIFE_FR,Wealins Life France,AV,actif,AV,ENC,L,250000,282000,0,255900,66700,2022-10-30,2022-10-30,,,False,False,Valoria Capital,France,courtier,0,LOW,False
BA000426,BA000426,CLI_0313,INT_0001,WEALIFE_FR,Wealins Life France,AV,actif,AV,ENC,C,1154000,1526000,0,1383900,394600,2026-05-09,2026-05-09,,,False,False,Valoria Capital,France,courtier,0,LOW,False
BA000427,BA000427,CLI_0314,INT_0004,WEALIFE_IT,Wealins Life Italy +,AV,actif,AV,SUS,C,526000,670000,0,883600,241200,2022-08-09,2022-08-09,,,False,False,Milano Fiduciaria,Italy,fiduciaire,0,LOW,False
BA000428,BA000428,CLI_0315,INT_0001,WEACAP_FR,Wealins Capi France,CAP,actif,CAP,ENC,C,2195000,2195000,0,2734200,816000,2021-07-28,2021-07-28,,,False,False,Valoria Capital,France,courtier,0,LOW,False
BA000429,BA000429,CLI_0316,INT_0001,WEALIFE_FR,Wealins Life France,AV,actif,AV,SUS,L,521000,521000,0,696400,113800,2020-10-06,2020-10-06,,,False,False,Valoria Capital,France,courtier,0,LOW,False
BA000430,BA000430,CLI_0317,INT_0009,WEALIFE_SE,Wealins Life Sweden,AV,actif,AV,ENC,C,787000,787000,0,812200,267000,2019-04-15,2019-04-15,,,False,True,Stockholm Capital,Sweden,courtier,0,LOW,False
BA000431,BA000431,CLI_0318,INT_0002,WEALIFE_BE,Wealins Life Belgium,AV,actif,AV,ENC,L,673000,673000,0,702200,232400,2019-10-18,2019-10-18,,,False,False,Patrimoine & Conseil,Belgium,courtier,0,LOW,False
BA000432,BA000432,CLI_0319,INT_0002,EPLAT_BE,ePlatinum Belgium,AV,actif,AV,ENC,C,727000,794000,0,862400,140700,2020-11-22,2020-11-22,,,False,False,Patrimoine & Conseil,Belgium,courtier,0,LOW,True
BA000433,BA000433,CLI_0319,INT_0002,EPLAT_BE,ePlatinum Belgium,AV,actif,AV,ENC,C,969000,969000,0,1383100,349200,2025-12-22,2025-12-22,,,False,False,Patrimoine & Conseil,Belgium,courtier,0,LOW,False
BA000434,BA000434,CLI_0319,INT_0002,WEALIFE_BE,Wealins Life Belgium,AV,actif,AV,ENC,C,591000,919000,231000,872500,175200,2023-05-20,2023-05-20,,,False,False,Patrimoine & Conseil,Belgium,courtier,0,LOW,False
BA000435,BA000435,CLI_0320,INT_0001,WEACAP_FR,Wealins Capi France,CAP,actif,CAP,ENC,C,399000,557000,0,541800,106800,2019-05-17,2019-05-17,,,False,False,Valoria Capital,France,courtier,0,LOW,False
BA000436,BA000436,CLI_0320,INT_0001,WEACAP_FR,Wealins Capi France,CAP,actif,CAP,ENC,C,500000,619000,0,891700,226000,2025-10-22,2025-10-22,,,False,False,Valoria Capital,France,courtier,0,LOW,False
BA000437,BA000437,CLI_0320,INT_0001,WEALIFE_FR,Wealins Life France,AV,actif,AV,ENC,C,846000,846000,346000,444600,128200,2019-10-28,2019-10-28,,,False,False,Valoria Capital,France,courtier,0,LOW,False
BA000438,BA000438,CLI_0321,INT_0001,WEACAP_FR,Wealins Capi France,CAP,actif,CAP,ENC,C,250000,250000,0,247000,56000,2026-01-15,2026-01-15,,,False,False,Valoria Capital,France,courtier,0,LOW,False
BA000439,BA000439,CLI_0322,INT_0002,WEALIFE_BE,Wealins Life Belgium,AV,actif,AV,ENC,C,250000,302000,92000,276500,71900,2018-12-23,2018-12-23,,,False,False,Patrimoine & Conseil,Belgium,courtier,0,LOW,False
BA000440,BA000440,CLI_0323,INT_0007,WEALIFE_PT,Wealins Life Portugal,AV,actif,AV,ENC,C,250000,312000,0,408200,136000,2026-01-14,2026-01-14,,,False,False,Porto Investimentos,Portugal,courtier,0,LOW,False
BA000441,BA000441,CLI_0324,INT_0001,WEACAP_FR,Wealins Capi France,CAP,actif,CAP,ENC,L,475000,475000,0,430500,101800,2026-01-03,2026-01-03,,,False,True,Valoria Capital,France,courtier,0,LOW,False
BA000442,BA000442,CLI_0324,INT_0001,WEACAP_FR,Wealins Capi France,CAP,actif,CAP,ENC,C,250000,250000,98000,219800,42900,2019-12-15,2019-12-15,,,False,True,Valoria Capital,France,courtier,0,LOW,False
BA000443,BA000443,CLI_0325,INT_0006,PLAT_SER,Platinum Serenity,AV,actif,AV,ENC,C,250000,281000,0,278500,65200,2023-07-10,2023-07-10,,,False,False,Lux Private Office,Luxembourg,family_office,0,LOW,False
BA000444,BA000444,CLI_0325,INT_0006,EPLAT_BRD,ePlatinum Birdie,AV,actif,AV,ENC,L,275000,275000,46000,258100,67400,2020-07-16,2020-07-16,,,False,False,Lux Private Office,Luxembourg,family_office,0,LOW,False
BA000445,BA000445,CLI_0325,INT_0006,EPLAT_BRD,ePlatinum Birdie,AV,actif,AV,ENC,C,264000,264000,0,259500,62500,2023-06-30,2023-06-30,,,False,False,Lux Private Office,Luxembourg,family_office,0,LOW,False
BA000446,BA000446,CLI_0326,INT_0004,WEALIFE_IT,Wealins Life Italy +,AV,actif,AV,TER,C,250000,312000,0,445900,113400,2021-08-21,2021-08-21,,,False,False,Milano Fiduciaria,Italy,fiduciaire,0,LOW,True
BA000447,BA000447,CLI_0327,INT_0002,EPLAT_BE,ePlatinum Belgium,AV,actif,AV,ENC,C,2334000,2619000,0,3755000,651700,2024-04-05,2024-04-05,,,False,False,Patrimoine & Conseil,Belgium,courtier,0,LOW,False
BA000448,BA000448,CLI_0327,INT_0002,EPLAT_BE,ePlatinum Belgium,AV,actif,AV,ENC,C,2020000,2020000,0,2738800,712900,2019-04-15,2019-04-15,,,False,False,Patrimoine & Conseil,Belgium,courtier,0,LOW,False
BA000449,BA000449,CLI_0328,INT_0009,WEALIFE_SE,Wealins Life Sweden,AV,actif,AV,ENC,C,864000,985000,0,1361800,453000,2026-04-04,2026-04-04,,,False,True,Stockholm Capital,Sweden,courtier,0,LOW,False
BA000450,BA000450,CLI_0329,INT_0009,WEALIFE_SE,Wealins Life Sweden,AV,actif,AV,ENC,C,978000,1290000,384000,870400,277600,2023-07-24,2023-07-24,,,False,True,Stockholm Capital,Sweden,courtier,0,LOW,False
BA000451,BA000451,CLI_0330,INT_0002,EPLAT_BE,ePlatinum Belgium,AV,actif,AV,ENC,L,294000,404000,0,404200,71600,2025-08-24,2025-08-24,,,False,False,Patrimoine & Conseil,Belgium,courtier,0,LOW,False
BA000452,BA000452,CLI_0331,INT_0001,WEACAP_FR,Wealins Capi France,CAP,actif,CAP,ENC,C,250000,250000,0,350000,88700,2022-02-27,2022-02-27,,,False,True,Valoria Capital,France,courtier,0,LOW,False
BA000453,BA000453,CLI_0332,INT_0008,WEALIFE_FI,Wealins Life Finland,AV,actif,AV,ENC,L,335000,335000,0,402200,116500,2019-06-10,2019-06-10,,,False,False,Helsinki Wealth Advisors,Finland,courtier,0,LOW,False
BA000454,BA000454,CLI_0333,INT_0010,WEALINS_DE,Wealins Germany,AV,legacy,AV,TER,L,505000,505000,0,457000,101700,2024-04-30,2024-04-30,,,False,False,Rhine Capital Advisors,Germany,courtier,0,LOW,False
BA000455,BA000455,CLI_0333,INT_0010,WEALINS_DE,Wealins Germany,AV,legacy,AV,ENC,L,644000,753000,0,664600,164000,2022-07-18,2022-07-18,,,False,False,Rhine Capital Advisors,Germany,courtier,0,LOW,False
BA000456,BA000456,CLI_0334,INT_0002,EPLAT_BE,ePlatinum Belgium,AV,actif,AV,TER,C,250000,302000,0,336900,88000,2021-06-17,2021-06-17,,,False,False,Patrimoine & Conseil,Belgium,courtier,0,LOW,False
BA000457,BA000457,CLI_0335,INT_0004,WEALIFE_IT,Wealins Life Italy +,AV,actif,AV,ENC,L,311000,311000,0,401500,134600,2021-09-27,2021-09-27,,,False,False,Milano Fiduciaria,Italy,fiduciaire,0,LOW,False
BA000458,BA000458,CLI_0336,INT_0001,WEALIFE_FR,Wealins Life France,AV,actif,AV,ENC,C,386000,386000,0,463200,126100,2022-11-07,2022-11-07,,,False,False,Valoria Capital,France,courtier,0,LOW,False
BA000459,BA000459,CLI_0336,INT_0001,WEACAP_FR,Wealins Capi France,CAP,actif,CAP,TER,C,385000,468000,0,656800,153800,2020-07-01,2020-07-01,,,False,False,Valoria Capital,France,courtier,0,LOW,False
BA000460,BA000460,CLI_0337,INT_0001,WEALIFE_FR,Wealins Life France,AV,actif,AV,ENC,L,557000,730000,0,774700,151500,2023-10-31,2023-10-31,,,False,False,Valoria Capital,France,courtier,0,LOW,False
BA000461,BA000461,CLI_0338,INT_0006,WEALIFE_LU,Wealins Life Luxembourg,AV,actif,AV,ENC,C,396000,396000,0,410900,65800,2019-06-25,2019-06-25,,,False,False,Lux Private Office,Luxembourg,family_office,0,LOW,False
BA000462,BA000462,CLI_0339,INT_0001,WEALIFE_FR,Wealins Life France,AV,actif,AV,ENC,C,250000,250000,0,329100,56400,2024-11-16,2024-11-16,,,False,False,Valoria Capital,France,courtier,0,LOW,False
BA000463,BA000463,CLI_0340,INT_0007,WEALIFE_PT,Wealins Life Portugal,AV,actif,AV,ENC,C,733000,733000,0,807100,218100,2019-03-18,2019-03-18,,,False,False,Porto Investimentos,Portugal,courtier,0,LOW,False
BA000464,BA000464,CLI_0340,INT_0007,WEALIFE_PT,Wealins Life Portugal,AV,actif,AV,ENC,L,547000,547000,0,608000,166700,2025-07-23,2025-07-23,,,False,False,Porto Investimentos,Portugal,courtier,0,LOW,False
BA000465,BA000465,CLI_0341,INT_0002,WEALIFE_BE,Wealins Life Belgium,AV,actif,AV,ENC,C,446000,446000,0,592000,195400,2024-09-17,2024-09-17,,,False,True,Patrimoine & Conseil,Belgium,courtier,0,LOW,False
BA000466,BA000466,CLI_0342,INT_0002,WEALIFE_BE,Wealins Life Belgium,AV,actif,AV,ENC,C,573000,573000,0,808200,267800,2019-04-16,2019-04-16,,,False,False,Patrimoine & Conseil,Belgium,courtier,0,LOW,False
BA000467,BA000467,CLI_0342,INT_0002,EPLAT_BE,ePlatinum Belgium,AV,actif,AV,ENC,C,699000,699000,0,654900,156300,2020-05-18,2020-05-18,,,False,True,Patrimoine & Conseil,Belgium,courtier,0,LOW,False
BA000468,BA000468,CLI_0343,INT_0001,WEACAP_FR,Wealins Capi France,CAP,actif,CAP,ENC,C,1203000,1463000,534000,969900,276900,2018-10-21,2018-10-21,,,False,False,Valoria Capital,France,courtier,0,LOW,False
BA000469,BA000469,CLI_0343,INT_0001,WEALIFE_FR,Wealins Life France,AV,actif,AV,ENC,L,529000,529000,84000,403200,109800,2021-10-08,2021-10-08,,,False,False,Valoria Capital,France,courtier,0,LOW,False
BA000470,BA000470,CLI_0344,INT_0002,WEALIFE_BE,Wealins Life Belgium,AV,actif,AV,ENC,L,690000,749000,0,806900,242100,2026-06-11,2026-06-11,,,False,True,Patrimoine & Conseil,Belgium,courtier,0,LOW,False
BA000471,BA000471,CLI_0345,INT_0004,WEALIFE_IT,Wealins Life Italy +,AV,actif,AV,ENC,L,508000,599000,0,673400,224100,2019-01-21,2019-01-21,,,False,False,Milano Fiduciaria,Italy,fiduciaire,0,LOW,False
BA000472,BA000472,CLI_0346,INT_0004,WEALIFE_IT,Wealins Life Italy +,AV,actif,AV,ENC,L,759000,816000,0,819400,154700,2022-11-11,2022-11-11,,,False,False,Milano Fiduciaria,Italy,fiduciaire,0,LOW,False
BA000473,BA000473,CLI_0347,INT_0001,WEACAP_FR,Wealins Capi France,CAP,actif,CAP,ENC,C,250000,305000,0,269800,49100,2022-09-27,2022-09-27,,,True,False,Valoria Capital,France,courtier,0,LOW,False
BA000474,BA000474,CLI_0348,INT_0002,WEALIFE_BE,Wealins Life Belgium,AV,actif,AV,TER,C,250000,250000,0,246200,39900,2021-11-08,2021-11-08,,,False,True,Patrimoine & Conseil,Belgium,courtier,0,LOW,False
BA000475,BA000475,CLI_0349,INT_0001,WEALIFE_FR,Wealins Life France,AV,actif,AV,ENC,C,250000,291000,0,404100,128400,2024-06-13,2024-06-13,,,False,False,Valoria Capital,France,courtier,0,LOW,False
BA000476,BA000476,CLI_0350,INT_0002,EPLAT_BE,ePlatinum Belgium,AV,actif,AV,TER,C,250000,300000,0,399900,109300,2019-06-27,2019-06-27,,,False,False,Patrimoine & Conseil,Belgium,courtier,0,LOW,False
BA000477,BA000477,CLI_0351,INT_0007,WEALIFE_PT,Wealins Life Portugal,AV,actif,AV,SUS,C,1197000,1480000,0,1659700,304600,2019-05-11,2019-05-11,,,False,False,Porto Investimentos,Portugal,courtier,0,LOW,False
BA000478,BA000478,CLI_0352,INT_0006,WEACAP_LU,Wealins Capi Luxembourg,CAP,actif,CAP,ENC,C,1484000,1484000,372000,1272300,197100,2020-02-20,2020-02-20,,,False,True,Lux Private Office,Luxembourg,family_office,0,LOW,False
BA000479,BA000479,CLI_0352,INT_0006,WEACAP_LU,Wealins Capi Luxembourg,CAP,actif,CAP,ENC,L,2346000,2548000,0,3632800,616800,2023-02-03,2023-02-03,,,False,False,Lux Private Office,Luxembourg,family_office,0,LOW,False
BA000480,BA000480,CLI_0353,INT_0001,WEACAP_FR,Wealins Capi France,CAP,actif,CAP,ENC,C,1478000,1680000,0,1960200,376900,2024-02-12,2024-02-12,,,False,False,Valoria Capital,France,courtier,0,LOW,False
BA000481,BA000481,CLI_0353,INT_0001,WEACAP_FR,Wealins Capi France,CAP,actif,CAP,TER,C,634000,714000,0,916800,275100,2021-10-25,2021-10-25,,,False,False,Valoria Capital,France,courtier,0,LOW,False
BA000482,BA000482,CLI_0354,INT_0002,WEALIFE_BE,Wealins Life Belgium,AV,actif,AV,ENC,C,663000,663000,0,764700,141100,2024-09-20,2024-09-20,,,False,False,Patrimoine & Conseil,Belgium,courtier,0,LOW,False
BA000483,BA000483,CLI_0354,INT_0002,WEALIFE_BE,Wealins Life Belgium,AV,actif,AV,TER,C,754000,754000,110000,645200,134800,2020-10-31,2020-10-31,,,False,True,Patrimoine & Conseil,Belgium,courtier,0,LOW,False
BA000484,BA000484,CLI_0355,INT_0001,WEALIFE_FR,Wealins Life France,AV,actif,AV,SUS,L,441000,712000,0,930000,151800,2025-07-05,2025-07-05,,,False,False,Valoria Capital,France,courtier,0,LOW,False
BA000485,BA000485,CLI_0356,INT_0001,WEALIFE_FR,Wealins Life France,AV,actif,AV,ENC,C,250000,250000,107000,182600,35400,2018-09-26,2018-09-26,,,False,False,Valoria Capital,France,courtier,0,LOW,False
BA000486,BA000486,CLI_0357,INT_0001,WEALIFE_FR,Wealins Life France,AV,actif,AV,ENC,C,828000,828000,0,790300,133300,2024-12-12,2024-12-12,,,False,False,Valoria Capital,France,courtier,0,LOW,False
BA000487,BA000487,CLI_0357,INT_0001,WEALIFE_FR,Wealins Life France,AV,actif,AV,ENC,C,826000,1022000,0,1167100,267900,2024-08-04,2024-08-04,,,False,False,Valoria Capital,France,courtier,0,LOW,False
