id_transaction,id_contrat,code_type_evt,libelle_evt,code_statut_evt,date_effet,date_execution,montant_total_brut,montant_total_net,montant_frais,plus_value_taxable,devise,pays_banque_origine,pays_banque_dest,est_tiers_payeur,perte_acceptee,montant_penalite,flag_atypique,fonds_source,fonds_cible,est_suspect
EVT_000810,BA000332,RAP,Rachat partiel,VAL,2029-11-17,2029-11-17,-111000.0,-111000.0,0.0,13581.68,EUR,Italy,Italy,False,False,0.0,False,,,False
EVT_000811,BA000333,OUV,Ouverture / Souscription,VAL,2022-12-01,2022-12-01,250000.0,250000.0,0.0,0.0,EUR,France,,False,False,0.0,False,,,False
EVT_000812,BA000334,OUV,Ouverture / Souscription,VAL,2018-07-30,2018-07-30,250000.0,250000.0,0.0,0.0,EUR,France,,False,False,0.0,False,,,False
EVT_000813,BA000334,VLC,Versement libre complémentaire,VAL,2023-09-20,2023-09-20,35000.0,35000.0,0.0,0.0,EUR,France,,False,False,0.0,False,,,False
EVT_000814,BA000334,VLC,Versement libre complémentaire,VAL,2024-01-11,2024-01-11,35000.0,35000.0,0.0,0.0,EUR,France,,False,False,0.0,False,,,False
EVT_000815,BA000334,VLC,Versement libre complémentaire,VAL,2021-11-24,2021-11-24,35000.0,35000.0,0.0,0.0,EUR,France,,False,False,0.0,False,,,False
EVT_000816,BA000334,RAP,Rachat partiel,VAL,2023-12-26,2023-12-26,-20000.0,-19400.0,600.0,0.0,EUR,France,France,False,True,600.0,False,,,False
EVT_000817,BA000334,RAP,Rachat partiel,VAL,2020-05-10,2020-05-10,-20000.0,-20000.0,0.0,1499.0,EUR,France,France,False,False,0.0,False,,,False
EVT_000818,BA000335,OUV,Ouverture / Souscription,VAL,2022-12-16,2022-12-16,250000.0,250000.0,0.0,0.0,EUR,France,,False,False,0.0,False,,,False
EVT_000819,BA000335,VLC,Versement libre complémentaire,VAL,2023-08-18,2023-08-18,50000.0,50000.0,0.0,0.0,EUR,France,,False,False,0.0,False,,,False
EVT_000820,BA000335,VLC,Versement libre complémentaire,VAL,2025-09-03,2025-09-03,50000.0,50000.0,0.0,0.0,EUR,France,,False,False,0.0,False,,,False
EVT_000821,BA000336,OUV,Ouverture / Souscription,VAL,2018-08-11,2018-08-11,250000.0,250000.0,0.0,0.0,EUR,France,,False,False,0.0,False,,,False
EVT_000822,BA000337,OUV,Ouverture / Souscription,VAL,2022-08-29,2022-08-29,973000.0,973000.0,0.0,0.0,EUR,France,,False,False,0.0,False,,,False
EVT_000823,BA000338,OUV,Ouverture / Souscription,VAL,2020-02-11,2020-02-11,1426000.0,1426000.0,0.0,0.0,EUR,France,,False,False,0.0,False,,,False
EVT_000824,BA000338,ARB,Arbitrage entre fonds,VAL,2023-06-20,2023-06-20,195000.0,195000.0,0.0,0.0,EUR,,,False,False,0.0,False,FID_BNP,FR0010392225,False
EVT_000825,BA000338,ARB,Arbitrage entre fonds,VAL,2024-02-01,2024-02-01,149000.0,149000.0,745.0,0.0,EUR,,,False,False,0.0,False,FID_BNP,FR0010392225,False
EVT_000826,BA000339,OUV,Ouverture / Souscription,VAL,2022-11-14,2022-11-14,1466000.0,1466000.0,0.0,0.0,EUR,France,,False,False,0.0,False,,,False
EVT_000827,BA000339,ARB,Arbitrage entre fonds,VAL,2023-11-15,2023-11-15,540000.0,540000.0,0.0,0.0,EUR,,,False,False,0.0,False,XS2428662824,FID_BNP,False
EVT_000828,BA000340,OUV,Ouverture / Souscription,VAL,2025-11-01,2025-11-01,250000.0,250000.0,0.0,0.0,EUR,France,,False,False,0.0,False,,,False
EVT_000829,BA000340,VLC,Versement libre complémentaire,VAL,2030-03-19,2030-03-19,29000.0,29000.0,0.0,0.0,EUR,France,,False,False,0.0,False,,,False
EVT_000830,BA000341,OUV,Ouverture / Souscription,VAL,2023-09-28,2023-09-28,830000.0,830000.0,0.0,0.0,EUR,France,,False,False,0.0,False,,,False
EVT_000831,BA000342,OUV,Ouverture / Souscription,VAL,2023-01-10,2023-01-10,557000.0,557000.0,0.0,0.0,EUR,Belgium,,False,False,0.0,False,,,False
EVT_000832,BA000343,OUV,Ouverture / Souscription,VAL,2019-05-15,2019-05-15,250000.0,250000.0,0.0,0.0,EUR,Belgium,,False,False,0.0,False,,,False
EVT_000833,BA000343,VLC,Versement libre complémentaire,VAL,2021-03-18,2021-03-18,32000.0,32000.0,0.0,0.0,EUR,Belgium,,False,False,0.0,False,,,False
EVT_000834,BA000343,VLC,Versement libre complémentaire,VAL,2022-11-29,2022-11-29,32000.0,32000.0,0.0,0.0,EUR,Belgium,,False,False,0.0,False,,,False
EVT_000835,BA000344,OUV,Ouverture / Souscription,VAL,2024-06-04,2024-06-04,2202000.0,2202000.0,0.0,0.0,EUR,Luxembourg,,False,False,0.0,False,,,False
EVT_000836,BA000344,ARB,Arbitrage entre fonds,VAL,2026-06-14,2026-06-14,118000.0,118000.0,590.0,0.0,EUR,,,False,False,0.0,False,LU0255977539,FR0010923383,False
EVT_000837,BA000344,ARB,Arbitrage entre fonds,VAL,2027-01-23,2027-01-23,556000.0,556000.0,2780.0,0.0,EUR,,,False,False,0.0,False,FR0010923383,LU0255977539,False
EVT_000838,BA000345,OUV,Ouverture / Souscription,VAL,2024-03-16,2024-03-16,1441000.0,1441000.0,0.0,0.0,EUR,France,,False,False,0.0,False,,,False
EVT_000839,BA000345,ARB,Arbitrage entre fonds,VAL,2025-03-30,2025-03-30,386000.0,386000.0,1930.0,0.0,EUR,,,False,False,0.0,False,XS2428662824,FID_UBS,False
EVT_000840,BA000346,OUV,Ouverture / Souscription,VAL,2019-02-26,2019-02-26,440000.0,440000.0,0.0,0.0,EUR,Belgium,,False,False,0.0,False,,,False
EVT_000841,BA000347,OUV,Ouverture / Souscription,VAL,2019-01-31,2019-01-31,803000.0,803000.0,0.0,0.0,EUR,Belgium,,False,False,0.0,False,,,False
EVT_000842,BA000347,VLC,Versement libre complémentaire,VAL,2021-06-18,2021-06-18,238000.0,238000.0,0.0,0.0,EUR,Belgium,,False,False,0.0,False,,,False
EVT_000843,BA000347,RAP,Rachat partiel,VAL,2023-06-25,2023-06-25,-84000.0,-84000.0,0.0,12144.5,EUR,Belgium,Belgium,False,False,0.0,False,,,False
EVT_000844,BA000347,RAP,Rachat partiel,VAL,2023-03-04,2023-03-04,-84000.0,-84000.0,0.0,10329.45,EUR,Belgium,Belgium,False,False,0.0,False,,,False
EVT_000845,BA000348,OUV,Ouverture / Souscription,VAL,2022-08-22,2022-08-22,1785000.0,1785000.0,0.0,0.0,EUR,Belgium,,False,False,0.0,False,,,False
EVT_000846,BA000349,OUV,Ouverture / Souscription,VAL,2026-04-21,2026-04-21,340000.0,340000.0,0.0,0.0,EUR,France,,False,False,0.0,False,,,False
EVT_000847,BA000350,OUV,Ouverture / Souscription,VAL,2026-01-12,2026-01-12,1382000.0,1382000.0,0.0,0.0,EUR,France,,False,False,0.0,False,,,False
EVT_000848,BA000350,VLC,Versement libre complémentaire,VAL,2029-03-20,2029-03-20,171000.0,171000.0,0.0,0.0,EUR,France,,False,False,0.0,False,,,False
EVT_000849,BA000350,RAP,Rachat partiel,VAL,2030-03-06,2030-03-06,-618000.0,-599460.0,18540.0,0.0,EUR,France,France,False,True,18540.0,False,,,False
EVT_000850,BA000351,OUV,Ouverture / Souscription,VAL,2020-02-10,2020-02-10,437000.0,437000.0,0.0,0.0,EUR,France,,False,False,0.0,False,,,False
EVT_000851,BA000352,OUV,Ouverture / Souscription,VAL,2021-11-21,2021-11-21,511000.0,511000.0,0.0,0.0,EUR,Portugal,,False,False,0.0,False,,,False
EVT_000852,BA000352,VLC,Versement libre complémentaire,VAL,2025-01-22,2025-01-22,14000.0,14000.0,0.0,0.0,EUR,Portugal,,False,False,0.0,False,,,False
EVT_000853,BA000352,VLC,Versement libre complémentaire,VAL,2023-05-31,2023-05-31,14000.0,14000.0,0.0,0.0,EUR,Portugal,,False,False,0.0,False,,,False
EVT_000854,BA000352,VLC,Versement libre complémentaire,VAL,2024-10-01,2024-10-01,14000.0,14000.0,0.0,0.0,EUR,Portugal,,False,False,0.0,False,,,False
EVT_000855,BA000352,RAP,Rachat partiel,VAL,2024-06-24,2024-06-24,-198000.0,-192060.0,5940.0,0.0,EUR,Portugal,Portugal,False,True,5940.0,False,,,False
EVT_000856,BA000353,OUV,Ouverture / Souscription,VAL,2024-12-23,2024-12-23,250000.0,250000.0,0.0,0.0,EUR,Belgium,,False,False,0.0,False,,,False
EVT_000857,BA000353,ARB,Arbitrage entre fonds,VAL,2028-12-31,2028-12-31,32000.0,32000.0,160.0,0.0,EUR,,,False,False,0.0,False,FAS_ROT,FR0010923383,False
EVT_000858,BA000353,RAP,Rachat partiel,VAL,2026-07-27,2026-07-27,-36000.0,-34920.0,1080.0,0.0,EUR,Belgium,Belgium,False,True,1080.0,False,,,False
EVT_000859,BA000354,OUV,Ouverture / Souscription,VAL,2021-12-30,2021-12-30,516000.0,516000.0,0.0,0.0,EUR,Finland,,False,False,0.0,False,,,False
EVT_000860,BA000354,VLC,Versement libre complémentaire,VAL,2026-09-20,2026-09-20,41000.0,41000.0,0.0,0.0,EUR,Finland,,False,False,0.0,False,,,False
EVT_000861,BA000354,VLC,Versement libre complémentaire,VAL,2022-08-03,2022-08-03,41000.0,41000.0,0.0,0.0,EUR,Finland,,False,False,0.0,False,,,False
EVT_000862,BA000354,VLC,Versement libre complémentaire,VAL,2022-07-18,2022-07-18,41000.0,41000.0,0.0,0.0,EUR,Finland,,False,False,0.0,False,,,False
EVT_000863,BA000354,RAP,Rachat partiel,VAL,2022-08-20,2022-08-20,-69000.0,-69000.0,0.0,4441.36,EUR,Finland,Finland,False,False,0.0,False,,,False
EVT_000864,BA000354,RAP,Rachat partiel,VAL,2026-03-20,2026-03-20,-69000.0,-69000.0,0.0,4948.3,EUR,Finland,Finland,False,False,0.0,False,,,False
EVT_000865,BA000354,RAP,Rachat partiel,VAL,2022-07-12,2022-07-12,-69000.0,-69000.0,0.0,10214.98,EUR,Finland,Finland,False,False,0.0,False,,,False
EVT_000866,BA000355,OUV,Ouverture / Souscription,VAL,2022-02-20,2022-02-20,250000.0,250000.0,0.0,0.0,EUR,France,,False,False,0.0,False,,,False
EVT_000867,BA000355,VLC,Versement libre complémentaire,VAL,2024-06-17,2024-06-17,54000.0,54000.0,0.0,0.0,EUR,France,,False,False,0.0,False,,,False
EVT_000868,BA000356,OUV,Ouverture / Souscription,VAL,2019-10-16,2019-10-16,250000.0,250000.0,0.0,0.0,EUR,France,,False,False,0.0,False,,,False
EVT_000869,BA000356,VLC,Versement libre complémentaire,VAL,2023-04-02,2023-04-02,131000.0,131000.0,0.0,0.0,EUR,France,,False,False,0.0,False,,,False
EVT_000870,BA000356,ARB,Arbitrage entre fonds,VAL,2021-04-25,2021-04-25,123000.0,123000.0,0.0,0.0,EUR,,,False,False,0.0,False,FR0010392225,XS2428662824,False
EVT_000871,BA000357,OUV,Ouverture / Souscription,VAL,2019-10-10,2019-10-10,250000.0,250000.0,0.0,0.0,EUR,France,,False,False,0.0,False,,,False
EVT_000872,BA000358,OUV,Ouverture / Souscription,VAL,2020-09-10,2020-09-10,1853000.0,1853000.0,0.0,0.0,EUR,Italy,,False,False,0.0,False,,,False
EVT_000873,BA000358,ARB,Arbitrage entre fonds,VAL,2023-06-25,2023-06-25,476000.0,476000.0,2380.0,0.0,EUR,,,False,False,0.0,False,FR0010392225,FID_UBS,False
EVT_000874,BA000359,OUV,Ouverture / Souscription,VAL,2025-05-17,2025-05-17,403000.0,403000.0,0.0,0.0,EUR,France,,False,False,0.0,False,,,False
EVT_000875,BA000359,VLC,Versement libre complémentaire,VAL,2029-08-17,2029-08-17,100000.0,100000.0,0.0,0.0,EUR,France,,False,False,0.0,False,,,False
EVT_000876,BA000359,ARB,Arbitrage entre fonds,VAL,2027-04-12,2027-04-12,55000.0,55000.0,0.0,0.0,EUR,,,False,False,0.0,False,FR001400OJI4,FID_BNP,False
EVT_000877,BA000359,RAP,Rachat partiel,VAL,2028-02-13,2028-02-13,-81000.0,-81000.0,0.0,5421.41,EUR,France,France,False,False,0.0,False,,,False
EVT_000878,BA000360,OUV,Ouverture / Souscription,VAL,2020-11-16,2020-11-16,450000.0,450000.0,0.0,0.0,EUR,Portugal,,False,False,0.0,False,,,False
EVT_000879,BA000360,VLC,Versement libre complémentaire,VAL,2025-12-07,2025-12-07,127000.0,127000.0,0.0,0.0,EUR,Portugal,,False,False,0.0,False,,,False
EVT_000880,BA000361,OUV,Ouverture / Souscription,VAL,2018-11-02,2018-11-02,741000.0,741000.0,0.0,0.0,EUR,Portugal,,False,False,0.0,False,,,False
EVT_000881,BA000361,ARB,Arbitrage entre fonds,VAL,2021-06-26,2021-06-26,104000.0,104000.0,0.0,0.0,EUR,,,False,False,0.0,False,FID_UBS,LU0255977539,False
EVT_000882,BA000361,ARB,Arbitrage entre fonds,VAL,2022-01-06,2022-01-06,178000.0,178000.0,890.0,0.0,EUR,,,False,False,0.0,False,FID_UBS,LU0255977539,False
EVT_000883,BA000361,ARB,Arbitrage entre fonds,VAL,2022-08-30,2022-08-30,82000.0,82000.0,0.0,0.0,EUR,,,False,False,0.0,False,LU0255977539,FID_UBS,False
EVT_000884,BA000361,RAP,Rachat partiel,VAL,2022-05-10,2022-05-10,-160000.0,-160000.0,0.0,4004.8,EUR,Portugal,Portugal,False,False,0.0,False,,,False
EVT_000885,BA000362,OUV,Ouverture / Souscription,VAL,2019-08-07,2019-08-07,250000.0,250000.0,0.0,0.0,EUR,Belgium,,False,False,0.0,False,,,False
EVT_000886,BA000362,RAP,Rachat partiel,VAL,2023-05-08,2023-05-08,-39000.0,-37830.0,1170.0,0.0,EUR,Belgium,Belgium,False,True,1170.0,False,,,False
EVT_000887,BA000363,OUV,Ouverture / Souscription,VAL,2025-10-29,2025-10-29,250000.0,250000.0,0.0,0.0,EUR,Belgium,,False,False,0.0,False,,,False
EVT_000888,BA000363,RAP,Rachat partiel,VAL,2029-11-07,2029-11-07,-71000.0,-71000.0,0.0,8744.93,EUR,Belgium,Belgium,False,False,0.0,False,,,False
EVT_000889,BA000364,OUV,Ouverture / Souscription,VAL,2023-03-29,2023-03-29,250000.0,250000.0,0.0,0.0,EUR,Portugal,,False,False,0.0,False,,,False
EVT_000890,BA000365,OUV,Ouverture / Souscription,VAL,2024-01-27,2024-01-27,839000.0,839000.0,0.0,0.0,EUR,France,,True,False,0.0,False,,,False
EVT_000891,BA000365,VLC,Versement libre complémentaire,VAL,2025-11-21,2025-11-21,164000.0,164000.0,0.0,0.0,EUR,France,,False,False,0.0,False,,,False
EVT_000892,BA000366,OUV,Ouverture / Souscription,VAL,2025-09-26,2025-09-26,250000.0,250000.0,0.0,0.0,EUR,Finland,,False,False,0.0,False,,,False
EVT_000893,BA000366,VLC,Versement libre complémentaire,VAL,2027-09-17,2027-09-17,50000.0,50000.0,0.0,0.0,EUR,Finland,,True,False,0.0,False,,,False
EVT_000894,BA000366,ARB,Arbitrage entre fonds,VAL,2026-02-26,2026-02-26,107000.0,107000.0,0.0,0.0,EUR,,,False,False,0.0,False,FID_BNP,XS2428662824,False
EVT_000895,BA000367,OUV,Ouverture / Souscription,VAL,2026-01-30,2026-01-30,250000.0,250000.0,0.0,0.0,EUR,Finland,,False,False,0.0,False,,,False
EVT_000896,BA000367,VLC,Versement libre complémentaire,VAL,2029-01-04,2029-01-04,24000.0,24000.0,0.0,0.0,EUR,Finland,,False,False,0.0,False,,,False
EVT_000897,BA000367,ARB,Arbitrage entre fonds,VAL,2026-08-19,2026-08-19,74000.0,74000.0,0.0,0.0,EUR,,,False,False,0.0,False,LU0255977539,FID_BNP,False
EVT_000898,BA000367,ARB,Arbitrage entre fonds,VAL,2027-01-22,2027-01-22,64000.0,64000.0,320.0,0.0,EUR,,,False,False,0.0,False,FR0010923383,LU0255977539,False
EVT_000899,BA000367,ARB,Arbitrage entre fonds,VAL,2026-12-25,2026-12-25,31000.0,31000.0,0.0,0.0,EUR,,,False,False,0.0,False,FR0010923383,FID_BNP,False
EVT_000900,BA000367,RAP,Rachat partiel,VAL,2027-08-22,2027-08-22,-27000.0,-27000.0,0.0,763.96,EUR,Finland,Finland,False,False,0.0,False,,,False
EVT_000901,BA000367,RAP,Rachat partiel,VAL,2029-02-02,2029-02-02,-27000.0,-27000.0,0.0,3326.77,EUR,Finland,Finland,False,False,0.0,False,,,False
EVT_000902,BA000367,RAP,Rachat partiel,VAL,2029-03-07,2029-03-07,-27000.0,-27000.0,0.0,1417.67,EUR,Finland,Finland,False,False,0.0,False,,,False
EVT_000903,BA000368,OUV,Ouverture / Souscription,VAL,2024-06-13,2024-06-13,250000.0,250000.0,0.0,0.0,EUR,France,,False,False,0.0,False,,,False
EVT_000904,BA000368,VLC,Versement libre complémentaire,VAL,2028-02-25,2028-02-25,38000.0,38000.0,0.0,0.0,EUR,France,,False,False,0.0,False,,,False
EVT_000905,BA000368,VLC,Versement libre complémentaire,VAL,2028-01-18,2028-01-18,38000.0,38000.0,0.0,0.0,EUR,France,,False,False,0.0,False,,,False
EVT_000906,BA000369,OUV,Ouverture / Souscription,VAL,2023-04-28,2023-04-28,250000.0,250000.0,0.0,0.0,EUR,Sweden,,True,False,0.0,False,,,False
EVT_000907,BA000369,VLC,Versement libre complémentaire,VAL,2028-01-22,2028-01-22,28000.0,28000.0,0.0,0.0,EUR,Sweden,,False,False,0.0,False,,,False
EVT_000908,BA000369,VLC,Versement libre complémentaire,VAL,2026-02-16,2026-02-16,28000.0,28000.0,0.0,0.0,EUR,Sweden,,False,False,0.0,False,,,False
EVT_000909,BA000370,OUV,Ouverture / Souscription,VAL,2021-05-31,2021-05-31,250000.0,250000.0,0.0,0.0,EUR,Sweden,,False,False,0.0,False,,,False
EVT_000910,BA000370,VLC,Versement libre complémentaire,VAL,2023-11-30,2023-11-30,70000.0,70000.0,0.0,0.0,EUR,Sweden,,False,False,0.0,False,,,False
EVT_000911,BA000371,OUV,Ouverture / Souscription,VAL,2024-03-03,2024-03-03,250000.0,250000.0,0.0,0.0,EUR,France,,False,False,0.0,False,,,False
EVT_000912,BA000371,VLC,Versement libre complémentaire,VAL,2025-02-24,2025-02-24,66000.0,66000.0,0.0,0.0,EUR,France,,False,False,0.0,False,,,False
EVT_000913,BA000372,OUV,Ouverture / Souscription,VAL,2023-11-17,2023-11-17,250000.0,250000.0,0.0,0.0,EUR,Belgium,,False,False,0.0,False,,,False
EVT_000914,BA000372,VLC,Versement libre complémentaire,VAL,2025-09-18,2025-09-18,32000.0,32000.0,0.0,0.0,EUR,Belgium,,False,False,0.0,False,,,False
EVT_000915,BA000372,ARB,Arbitrage entre fonds,VAL,2027-01-29,2027-01-29,72000.0,72000.0,360.0,0.0,EUR,,,False,False,0.0,False,LU0104884860,FR0010923383,False
EVT_000916,BA000372,ARB,Arbitrage entre fonds,VAL,2026-06-12,2026-06-12,13000.0,13000.0,65.0,0.0,EUR,,,False,False,0.0,False,LU0104884860,FR0010923383,False
EVT_000917,BA000372,RAP,Rachat partiel,VAL,2025-06-14,2025-06-14,-98000.0,-98000.0,0.0,7638.87,EUR,Belgium,Belgium,False,False,0.0,False,,,False
EVT_000918,BA000373,OUV,Ouverture / Souscription,VAL,2022-03-06,2022-03-06,250000.0,250000.0,0.0,0.0,EUR,Belgium,,False,False,0.0,False,,,False
EVT_000919,BA000373,ARB,Arbitrage entre fonds,VAL,2025-01-23,2025-01-23,33000.0,33000.0,165.0,0.0,EUR,,,False,False,0.0,False,FAS_IND,XS2428662824,False
EVT_000920,BA000374,OUV,Ouverture / Souscription,VAL,2019-08-06,2019-08-06,250000.0,250000.0,0.0,0.0,EUR,Portugal,,False,False,0.0,False,,,False
EVT_000921,BA000374,RAP,Rachat partiel,VAL,2023-07-21,2023-07-21,-100000.0,-100000.0,0.0,8411.62,EUR,Portugal,Portugal,False,False,0.0,False,,,False
EVT_000922,BA000375,OUV,Ouverture / Souscription,VAL,2025-01-29,2025-01-29,1674000.0,1674000.0,0.0,0.0,EUR,Italy,,False,False,0.0,False,,,False
EVT_000923,BA000375,ARB,Arbitrage entre fonds,VAL,2027-02-04,2027-02-04,594000.0,594000.0,0.0,0.0,EUR,,,False,False,0.0,False,FR0010923383,LU0255977539,False
EVT_000924,BA000375,ARB,Arbitrage entre fonds,VAL,2028-04-06,2028-04-06,312000.0,312000.0,0.0,0.0,EUR,,,False,False,0.0,False,FR0010923383,FID_UBS,False
EVT_000925,BA000375,ARB,Arbitrage entre fonds,VAL,2026-09-21,2026-09-21,608000.0,608000.0,3040.0,0.0,EUR,,,False,False,0.0,False,FID_UBS,FR0010923383,False
EVT_000926,BA000376,OUV,Ouverture / Souscription,VAL,2026-07-20,2026-07-20,250000.0,250000.0,0.0,0.0,EUR,Luxembourg,,False,False,0.0,False,,,False
EVT_000927,BA000376,VLC,Versement libre complémentaire,VAL,2028-06-27,2028-06-27,46000.0,46000.0,0.0,0.0,EUR,Luxembourg,,False,False,0.0,False,,,False
EVT_000928,BA000376,ARB,Arbitrage entre fonds,VAL,2029-08-08,2029-08-08,62000.0,62000.0,0.0,0.0,EUR,,,False,False,0.0,False,FR0010392225,FAS_IND,False
EVT_000929,BA000376,RAP,Rachat partiel,VAL,2027-06-17,2027-06-17,-55000.0,-55000.0,0.0,7786.92,EUR,Luxembourg,Luxembourg,False,False,0.0,False,,,False
EVT_000930,BA000377,OUV,Ouverture / Souscription,VAL,2022-10-01,2022-10-01,250000.0,250000.0,0.0,0.0,EUR,Italy,,False,False,0.0,False,,,False
EVT_000931,BA000377,VLC,Versement libre complémentaire,VAL,2027-12-17,2027-12-17,49000.0,49000.0,0.0,0.0,EUR,Italy,,False,False,0.0,False,,,False
EVT_000932,BA000377,ARB,Arbitrage entre fonds,VAL,2022-12-31,2022-12-31,51000.0,51000.0,255.0,0.0,EUR,,,False,False,0.0,False,LU0255977539,FID_BNP,False
EVT_000933,BA000377,RAP,Rachat partiel,VAL,2026-11-29,2026-11-29,-24000.0,-23280.0,720.0,0.0,EUR,Italy,Italy,False,True,720.0,False,,,False
EVT_000934,BA000377,RAP,Rachat partiel,VAL,2027-05-24,2027-05-24,-24000.0,-24000.0,0.0,1079.22,EUR,Italy,Italy,True,False,0.0,False,,,False
EVT_000935,BA000377,RAP,Rachat partiel,VAL,2023-12-05,2023-12-05,-24000.0,-24000.0,0.0,2960.55,EUR,Italy,Italy,False,False,0.0,False,,,False
EVT_000936,BA000378,OUV,Ouverture / Souscription,VAL,2025-02-25,2025-02-25,250000.0,250000.0,0.0,0.0,EUR,Italy,,False,False,0.0,False,,,False
EVT_000937,BA000378,RAP,Rachat partiel,VAL,2027-10-25,2027-10-25,-46000.0,-46000.0,0.0,4808.5,EUR,Italy,Italy,False,False,0.0,False,,,False
EVT_000938,BA000379,OUV,Ouverture / Souscription,VAL,2021-10-18,2021-10-18,250000.0,250000.0,0.0,0.0,EUR,France,,False,False,0.0,False,,,False
EVT_000939,BA000380,OUV,Ouverture / Souscription,VAL,2023-06-03,2023-06-03,250000.0,250000.0,0.0,0.0,EUR,France,,False,False,0.0,False,,,False
EVT_000940,BA000380,VLC,Versement libre complémentaire,VAL,2025-02-25,2025-02-25,30000.0,30000.0,0.0,0.0,EUR,France,,False,False,0.0,False,,,False
EVT_000941,BA000381,OUV,Ouverture / Souscription,VAL,2024-05-10,2024-05-10,250000.0,250000.0,0.0,0.0,EUR,France,,False,False,0.0,False,,,False
EVT_000942,BA000382,OUV,Ouverture / Souscription,VAL,2018-08-14,2018-08-14,354000.0,354000.0,0.0,0.0,EUR,France,,False,False,0.0,False,,,False
EVT_000943,BA000382,VLC,Versement libre complémentaire,VAL,2020-06-24,2020-06-24,52000.0,52000.0,0.0,0.0,EUR,France,,False,False,0.0,False,,,False
EVT_000944,BA000383,OUV,Ouverture / Souscription,VAL,2022-03-23,2022-03-23,250000.0,250000.0,0.0,0.0,EUR,Luxembourg,,False,False,0.0,False,,,False
EVT_000945,BA000383,VLC,Versement libre complémentaire,VAL,2027-06-02,2027-06-02,99000.0,99000.0,0.0,0.0,EUR,Luxembourg,,False,False,0.0,False,,,False
EVT_000946,BA000383,RAP,Rachat partiel,VAL,2023-01-27,2023-01-27,-50000.0,-50000.0,0.0,5327.07,EUR,Luxembourg,Luxembourg,False,False,0.0,False,,,False
EVT_000947,BA000384,OUV,Ouverture / Souscription,VAL,2023-12-27,2023-12-27,250000.0,250000.0,0.0,0.0,EUR,France,,False,False,0.0,False,,,False
EVT_000948,BA000385,OUV,Ouverture / Souscription,VAL,2019-06-12,2019-06-12,346000.0,346000.0,0.0,0.0,EUR,Belgium,,False,False,0.0,False,,,False
EVT_000949,BA000385,VLC,Versement libre complémentaire,VAL,2020-08-30,2020-08-30,118000.0,118000.0,0.0,0.0,EUR,Belgium,,False,False,0.0,False,,,False
EVT_000950,BA000386,OUV,Ouverture / Souscription,VAL,2026-04-17,2026-04-17,250000.0,250000.0,0.0,0.0,EUR,Italy,,False,False,0.0,False,,,False
EVT_000951,BA000386,VLC,Versement libre complémentaire,VAL,2029-11-19,2029-11-19,24000.0,24000.0,0.0,0.0,EUR,Italy,,False,False,0.0,False,,,False
EVT_000952,BA000386,VLC,Versement libre complémentaire,VAL,2027-08-14,2027-08-14,24000.0,24000.0,0.0,0.0,EUR,Italy,,False,False,0.0,False,,,False
EVT_000953,BA000387,OUV,Ouverture / Souscription,VAL,2021-03-15,2021-03-15,950000.0,950000.0,0.0,0.0,EUR,France,,False,False,0.0,False,,,False
EVT_000954,BA000387,RAP,Rachat partiel,VAL,2023-04-07,2023-04-07,-329000.0,-329000.0,0.0,39183.65,EUR,France,France,False,False,0.0,False,,,False
EVT_000955,BA000388,OUV,Ouverture / Souscription,VAL,2019-03-22,2019-03-22,250000.0,250000.0,0.0,0.0,EUR,France,,False,False,0.0,False,,,False
EVT_000956,BA000389,OUV,Ouverture / Souscription,VAL,2019-01-18,2019-01-18,257000.0,257000.0,0.0,0.0,EUR,Italy,,False,False,0.0,False,,,False
EVT_000957,BA000389,VLC,Versement libre complémentaire,VAL,2020-12-17,2020-12-17,42000.0,42000.0,0.0,0.0,EUR,Italy,,False,False,0.0,False,,,False
EVT_000958,BA000389,VLC,Versement libre complémentaire,VAL,2022-03-11,2022-03-11,42000.0,42000.0,0.0,0.0,EUR,Italy,,False,False,0.0,False,,,False
EVT_000959,BA000390,OUV,Ouverture / Souscription,VAL,2026-06-15,2026-06-15,470000.0,470000.0,0.0,0.0,EUR,Portugal,,False,False,0.0,False,,,False
EVT_000960,BA000390,VLC,Versement libre complémentaire,VAL,2029-05-23,2029-05-23,112000.0,112000.0,0.0,0.0,EUR,Portugal,,False,False,0.0,False,,,False
EVT_000961,BA000391,OUV,Ouverture / Souscription,VAL,2021-11-21,2021-11-21,250000.0,250000.0,0.0,0.0,EUR,Portugal,,False,False,0.0,False,,,False
EVT_000962,BA000391,VLC,Versement libre complémentaire,VAL,2023-02-03,2023-02-03,95000.0,95000.0,0.0,0.0,EUR,Portugal,,False,False,0.0,False,,,False
EVT_000963,BA000392,OUV,Ouverture / Souscription,VAL,2019-01-21,2019-01-21,364000.0,364000.0,0.0,0.0,EUR,France,,False,False,0.0,False,,,False
EVT_000964,BA000393,OUV,Ouverture / Souscription,VAL,2023-01-28,2023-01-28,250000.0,250000.0,0.0,0.0,EUR,France,,False,False,0.0,False,,,False
EVT_000965,BA000394,OUV,Ouverture / Souscription,VAL,2026-01-14,2026-01-14,1172000.0,1172000.0,0.0,0.0,EUR,France,,False,False,0.0,False,,,False
EVT_000966,BA000394,ARB,Arbitrage entre fonds,VAL,2026-09-23,2026-09-23,223000.0,223000.0,1115.0,0.0,EUR,,,False,False,0.0,False,FR0010392225,LU0255977539,False
