id_role,id_contrat,id_client,code_role,libelle_role
ROLE_001025,BA000352,CLI_0255,A,Assuré
ROLE_001026,BA000352,CLI_0255,B,Bénéficiaire en cas de décès
ROLE_001027,BA000353,CLI_0256,S,Souscripteur / Preneur
ROLE_001028,BA000353,CLI_0256,A,Assuré
ROLE_001029,BA000353,CLI_0256,B,Bénéficiaire en cas de décès
ROLE_001030,BA000354,CLI_0257,S,Souscripteur / Preneur
ROLE_001031,BA000354,CLI_0257,A,Assuré
ROLE_001032,BA000354,CLI_0257,B,Bénéficiaire en cas de décès
ROLE_001033,BA000355,CLI_0258,S,Souscripteur / Preneur
ROLE_001034,BA000355,CLI_0258,A,Assuré
ROLE_001035,BA000355,CLI_0258,B,Bénéficiaire en cas de décès
ROLE_001036,BA000356,CLI_0259,S,Souscripteur / Preneur
ROLE_001037,BA000356,CLI_0259,A,Assuré
ROLE_001038,BA000356,CLI_0259,B,Bénéficiaire en cas de décès
ROLE_001039,BA000357,CLI_0259,S,Souscripteur / Preneur
ROLE_001040,BA000357,CLI_0259,A,Assuré
ROLE_001041,BA000357,CLI_0259,B,Bénéficiaire en cas de décès
ROLE_001042,BA000358,CLI_0260,S,Souscripteur / Preneur
ROLE_001043,BA000358,CLI_0260,A,Assuré
ROLE_001044,BA000358,CLI_0260,B,Bénéficiaire en cas de décès
ROLE_001045,BA000359,CLI_0261,S,Souscripteur / Preneur
ROLE_001046,BA000359,CLI_0261,B,Bénéficiaire en cas de décès
ROLE_001047,BA000360,CLI_0262,S,Souscripteur / Preneur
ROLE_001048,BA000360,CLI_0262,A,Assuré
ROLE_001049,BA000360,CLI_0262,B,Bénéficiaire en cas de décès
ROLE_001050,BA000361,CLI_0262,S,Souscripteur / Preneur
ROLE_001051,BA000361,CLI_0262,A,Assuré
ROLE_001052,BA000361,CLI_0262,B,Bénéficiaire en cas de décès
ROLE_001053,BA000362,CLI_0263,S,Souscripteur / Preneur
ROLE_001054,BA000362,CLI_0263,A,Assuré
ROLE_001055,BA000362,CLI_0263,B,Bénéficiaire en cas de décès
ROLE_001056,BA000363,CLI_0263,S,Souscripteur / Preneur
ROLE_001057,BA000363,CLI_0263,A,Assuré
ROLE_001058,BA000363,CLI_0263,B,Bénéficiaire en cas de décès
ROLE_001059,BA000364,CLI_0264,S,Souscripteur / Preneur
ROLE_001060,BA000364,CLI_0264,A,Assuré
ROLE_001061,BA000364,CLI_0264,B,Bénéficiaire en cas de décès
ROLE_001062,BA000365,CLI_0265,S,Souscripteur / Preneur
ROLE_001063,BA000365,CLI_0265,B,Bénéficiaire en cas de décès
ROLE_001064,BA000366,CLI_0266,S,Souscripteur / Preneur
ROLE_001065,BA000366,CLI_0266,A,Assuré
ROLE_001066,BA000366,CLI_0266,B,Bénéficiaire en cas de décès
ROLE_001067,BA000367,CLI_0267,S,Souscripteur / Preneur
ROLE_001068,BA000367,CLI_0267,A,Assuré
ROLE_001069,BA000367,CLI_0267,B,Bénéficiaire en cas de décès
ROLE_001070,BA000368,CLI_0268,S,Souscripteur / Preneur
ROLE_001071,BA000368,CLI_0268,A,Assuré
ROLE_001072,BA000368,CLI_0268,B,Bénéficiaire en cas de décès
ROLE_001073,BA000369,CLI_0269,S,Souscripteur / Preneur
ROLE_001074,BA000369,CLI_0269,A,Assuré
ROLE_001075,BA000369,CLI_0269,B,Bénéficiaire en cas de décès
ROLE_001076,BA000370,CLI_0269,S,Souscripteur / Preneur
ROLE_001077,BA000370,CLI_0269,A,Assuré
ROLE_001078,BA000370,CLI_0269,B,Bénéficiaire en cas de décès
ROLE_001079,BA000371,CLI_0270,S,Souscripteur / Preneur
ROLE_001080,BA000371,CLI_0270,B,Bénéficiaire en cas de décès
ROLE_001081,BA000372,CLI_0271,S,Souscripteur / Preneur
ROLE_001082,BA000372,CLI_0271,B,Bénéficiaire en cas de décès
ROLE_001083,BA000373,CLI_0271,S,Souscripteur / Preneur
ROLE_001084,BA000373,CLI_0271,A,Assuré
ROLE_001085,BA000373,CLI_0271,B,Bénéficiaire en cas de décès
ROLE_001086,BA000374,CLI_0272,S,Souscripteur / Preneur
ROLE_001087,BA000374,CLI_0272,A,Assuré
ROLE_001088,BA000374,CLI_0272,B,Bénéficiaire en cas de décès
ROLE_001089,BA000375,CLI_0273,S,Souscripteur / Preneur
ROLE_001090,BA000375,CLI_0273,A,Assuré
ROLE_001091,BA000375,CLI_0273,B,Bénéficiaire en cas de décès
ROLE_001092,BA000376,CLI_0274,S,Souscripteur / Preneur
ROLE_001093,BA000376,CLI_0274,A,Assuré
ROLE_001094,BA000376,CLI_0274,B,Bénéficiaire en cas de décès
ROLE_001095,BA000377,CLI_0275,S,Souscripteur / Preneur
ROLE_001096,BA000377,CLI_0275,A,Assuré
ROLE_001097,BA000377,CLI_0275,B,Bénéficiaire en cas de décès
ROLE_001098,BA000378,CLI_0275,S,Souscripteur / Preneur
ROLE_001099,BA000378,CLI_0275,A,Assuré
ROLE_001100,BA000378,CLI_0275,B,Bénéficiaire en cas de décès
ROLE_001101,BA000379,CLI_0276,S,Souscripteur / Preneur
ROLE_001102,BA000379,CLI_0276,A,Assuré
ROLE_001103,BA000379,CLI_0276,B,Bénéficiaire en cas de décès
ROLE_001104,BA000380,CLI_0276,S,Souscripteur / Preneur
ROLE_001105,BA000380,CLI_0276,A,Assuré
ROLE_001106,BA000380,CLI_0276,B,Bénéficiaire en cas de décès
ROLE_001107,BA000381,CLI_0276,S,Souscripteur / Preneur
ROLE_001108,BA000381,CLI_0276,A,Assuré
ROLE_001109,BA000381,CLI_0276,B,Bénéficiaire en cas de décès
ROLE_001110,BA000382,CLI_0277,S,Souscripteur / Preneur
ROLE_001111,BA000382,CLI_0277,A,Assuré
ROLE_001112,BA000382,CLI_0277,B,Bénéficiaire en cas de décès
ROLE_001113,BA000383,CLI_0278,S,Souscripteur / Preneur
ROLE_001114,BA000383,CLI_0278,A,Assuré
ROLE_001115,BA000383,CLI_0278,B,Bénéficiaire en cas de décès
ROLE_001116,BA000384,CLI_0279,S,Souscripteur / Preneur
ROLE_001117,BA000384,CLI_0279,A,Assuré
ROLE_001118,BA000384,CLI_0279,B,Bénéficiaire en cas de décès
ROLE_001119,BA000385,CLI_0280,S,Souscripteur / Preneur
ROLE_001120,BA000385,CLI_0280,A,Assuré
ROLE_001121,BA000385,CLI_0280,B,Bénéficiaire en cas de décès
ROLE_001122,BA000385,CLI_0280,UBO,Bénéficiaire effectif
ROLE_001123,BA000386,CLI_0281,S,Souscripteur / Preneur
ROLE_001124,BA000386,CLI_0281,A,Assuré
ROLE_001125,BA000386,CLI_0281,B,Bénéficiaire en cas de décès
ROLE_001126,BA000387,CLI_0282,S,Souscripteur / Preneur
ROLE_001127,BA000387,CLI_0282,A,Assuré
ROLE_001128,BA000387,CLI_0282,B,Bénéficiaire en cas de décès
ROLE_001129,BA000388,CLI_0283,S,Souscripteur / Preneur
ROLE_001130,BA000388,CLI_0283,A,Assuré
ROLE_001131,BA000388,CLI_0283,B,Bénéficiaire en cas de décès
ROLE_001132,BA000389,CLI_0284,S,Souscripteur / Preneur
ROLE_001133,BA000389,CLI_0284,A,Assuré
ROLE_001134,BA000389,CLI_0284,B,Bénéficiaire en cas de décès
ROLE_001135,BA000390,CLI_0285,S,Souscripteur / Preneur
ROLE_001136,BA000390,CLI_0285,A,Assuré
ROLE_001137,BA000390,CLI_0285,B,Bénéficiaire en cas de décès
ROLE_001138,BA000391,CLI_0285,S,Souscripteur / Preneur
ROLE_001139,BA000391,CLI_0285,A,Assuré
ROLE_001140,BA000391,CLI_0285,B,Bénéficiaire en cas de décès
ROLE_001141,BA000392,CLI_0286,S,Souscripteur / Preneur
ROLE_001142,BA000392,CLI_0286,B,Bénéficiaire en cas de décès
ROLE_001143,BA000393,CLI_0287,S,Souscripteur / Preneur
ROLE_001144,BA000393,CLI_0287,A,Assuré
ROLE_001145,BA000393,CLI_0287,B,Bénéficiaire en cas de décès
ROLE_001146,BA000394,CLI_0288,S,Souscripteur / Preneur
ROLE_001147,BA000394,CLI_0288,A,Assuré
ROLE_001148,BA000394,CLI_0288,B,Bénéficiaire en cas de décès
ROLE_001149,BA000395,CLI_0289,S,Souscripteur / Preneur
ROLE_001150,BA000395,CLI_0289,A,Assuré
ROLE_001151,BA000395,CLI_0289,B,Bénéficiaire en cas de décès
ROLE_001152,BA000396,CLI_0290,S,Souscripteur / Preneur
ROLE_001153,BA000396,CLI_0290,A,Assuré
ROLE_001154,BA000396,CLI_0290,B,Bénéficiaire en cas de décès
ROLE_001155,BA000397,CLI_0291,S,Souscripteur / Preneur
ROLE_001156,BA000397,CLI_0291,A,Assuré
ROLE_001157,BA000397,CLI_0291,B,Bénéficiaire en cas de décès
ROLE_001158,BA000398,CLI_0292,S,Souscripteur / Preneur
ROLE_001159,BA000398,CLI_0292,A,Assuré
ROLE_001160,BA000398,CLI_0292,B,Bénéficiaire en cas de décès
ROLE_001161,BA000398,CLI_0292,UBO,Bénéficiaire effectif
ROLE_001162,BA000399,CLI_0292,S,Souscripteur / Preneur
ROLE_001163,BA000399,CLI_0292,A,Assuré
ROLE_001164,BA000399,CLI_0292,B,Bénéficiaire en cas de décès
ROLE_001165,BA000399,CLI_0292,UBO,Bénéficiaire effectif
ROLE_001166,BA000400,CLI_0293,S,Souscripteur / Preneur
ROLE_001167,BA000400,CLI_0293,A,Assuré
ROLE_001168,BA000400,CLI_0293,B,Bénéficiaire en cas de décès
ROLE_001169,BA000401,CLI_0293,S,Souscripteur / Preneur
ROLE_001170,BA000401,CLI_0293,A,Assuré
ROLE_001171,BA000401,CLI_0293,B,Bénéficiaire en cas de décès
ROLE_001172,BA000402,CLI_0294,S,Souscripteur / Preneur
ROLE_001173,BA000402,CLI_0294,A,Assuré
ROLE_001174,BA000402,CLI_0294,B,Bénéficiaire en cas de décès
ROLE_001175,BA000403,CLI_0295,S,Souscripteur / Preneur
ROLE_001176,BA000403,CLI_0295,A,Assuré
ROLE_001177,BA000403,CLI_0295,B,Bénéficiaire en cas de décès
ROLE_001178,BA000404,CLI_0296,S,Souscripteur / Preneur
ROLE_001179,BA000404,CLI_0296,A,Assuré
ROLE_001180,BA000404,CLI_0296,B,Bénéficiaire en cas de décès
ROLE_001181,BA000405,CLI_0297,S,Souscripteur / Preneur
ROLE_001182,BA000405,CLI_0297,A,Assuré
ROLE_001183,BA000405,CLI_0297,B,Bénéficiaire en cas de décès
ROLE_001184,BA000406,CLI_0298,S,Souscripteur / Preneur
ROLE_001185,BA000406,CLI_0298,A,Assuré
ROLE_001186,BA000406,CLI_0298,B,Bénéficiaire en cas de décès
ROLE_001187,BA000407,CLI_0299,S,Souscripteur / Preneur
ROLE_001188,BA000407,CLI_0299,A,Assuré
ROLE_001189,BA000407,CLI_0299,B,Bénéficiaire en cas de décès
ROLE_001190,BA000408,CLI_0299,S,Souscripteur / Preneur
ROLE_001191,BA000408,CLI_0299,A,Assuré
ROLE_001192,BA000408,CLI_0299,B,Bénéficiaire en cas de décès
ROLE_001193,BA000409,CLI_0299,S,Souscripteur / Preneur
ROLE_001194,BA000409,CLI_0299,A,Assuré
ROLE_001195,BA000409,CLI_0299,B,Bénéficiaire en cas de décès
ROLE_001196,BA000410,CLI_0300,S,Souscripteur / Preneur
ROLE_001197,BA000410,CLI_0300,B,Bénéficiaire en cas de décès
ROLE_001198,BA000411,CLI_0301,S,Souscripteur / Preneur
ROLE_001199,BA000411,CLI_0301,A,Assuré
ROLE_001200,BA000411,CLI_0301,B,Bénéficiaire en cas de décès
ROLE_001201,BA000412,CLI_0301,S,Souscripteur / Preneur
ROLE_001202,BA000412,CLI_0301,B,Bénéficiaire en cas de décès
ROLE_001203,BA000413,CLI_0302,S,Souscripteur / Preneur
ROLE_001204,BA000413,CLI_0302,A,Assuré
ROLE_001205,BA000413,CLI_0302,B,Bénéficiaire en cas de décès
ROLE_001206,BA000414,CLI_0303,S,Souscripteur / Preneur
ROLE_001207,BA000414,CLI_0303,A,Assuré
ROLE_001208,BA000414,CLI_0303,B,Bénéficiaire en cas de décès
ROLE_001209,BA000415,CLI_0304,S,Souscripteur / Preneur
ROLE_001210,BA000415,CLI_0304,A,Assuré
ROLE_001211,BA000415,CLI_0304,B,Bénéficiaire en cas de décès
ROLE_001212,BA000416,CLI_0305,S,Souscripteur / Preneur
ROLE_001213,BA000416,CLI_0305,B,Bénéficiaire en cas de décès
ROLE_001214,BA000416,CLI_0305,UBO,Bénéficiaire effectif
ROLE_001215,BA000417,CLI_0305,S,Souscripteur / Preneur
ROLE_001216,BA000417,CLI_0305,A,Assuré
ROLE_001217,BA000417,CLI_0305,B,Bénéficiaire en cas de décès
ROLE_001218,BA000417,CLI_0305,UBO,Bénéficiaire effectif
ROLE_001219,BA000418,CLI_0306,S,Souscripteur / Preneur
ROLE_001220,BA000418,CLI_0306,B,Bénéficiaire en cas de décès
ROLE_001221,BA000419,CLI_0307,S,Souscripteur / Preneur
ROLE_001222,BA000419,CLI_0307,A,Assuré
ROLE_001223,BA000419,CLI_0307,B,Bénéficiaire en cas de décès
ROLE_001224,BA000420,CLI_0308,S,Souscripteur / Preneur
ROLE_001225,BA000420,CLI_0308,A,Assuré
ROLE_001226,BA000420,CLI_0308,B,Bénéficiaire en cas de décès
ROLE_001227,BA000421,CLI_0308,S,Souscripteur / Preneur
ROLE_001228,BA000421,CLI_0308,A,Assuré
ROLE_001229,BA000421,CLI_0308,B,Bénéficiaire en cas de décès
ROLE_001230,BA000422,CLI_0309,S,Souscripteur / Preneur
ROLE_001231,BA000422,CLI_0309,A,Assuré
ROLE_001232,BA000422,CLI_0309,B,Bénéficiaire en cas de décès
ROLE_001233,BA000423,CLI_0310,S,Souscripteur / Preneur
ROLE_001234,BA000423,CLI_0310,B,Bénéficiaire en cas de décès
ROLE_001235,BA000424,CLI_0311,S,Souscripteur / Preneur
ROLE_001236,BA000424,CLI_0311,A,Assuré
ROLE_001237,BA000424,CLI_0311,B,Bénéficiaire en cas de décès
ROLE_001238,BA000425,CLI_0312,S,Souscripteur / Preneur
ROLE_001239,BA000425,CLI_0312,A,Assuré
ROLE_001240,BA000425,CLI_0312,B,Bénéficiaire en cas de décès
ROLE_001241,BA000426,CLI_0313,S,Souscripteur / Preneur
ROLE_001242,BA000426,CLI_0313,A,Assuré
ROLE_001243,BA000426,CLI_0313,B,Bénéficiaire en cas de décès
ROLE_001244,BA000427,CLI_0314,S,Souscripteur / Preneur
ROLE_001245,BA000427,CLI_0314,A,Assuré
ROLE_001246,BA000427,CLI_0314,B,Bénéficiaire en cas de décès
ROLE_001247,BA000428,CLI_0315,S,Souscripteur / Preneur
ROLE_001248,BA000428,CLI_0315,A,Assuré
ROLE_001249,BA000428,CLI_0315,B,Bénéficiaire en cas de décès
ROLE_001250,BA000429,CLI_0316,S,Souscripteur / Preneur
ROLE_001251,BA000429,CLI_0316,A,Assuré
ROLE_001252,BA000429,CLI_0316,B,Bénéficiaire en cas de décès
ROLE_001253,BA000430,CLI_0317,S,Souscripteur / Preneur
ROLE_001254,BA000430,CLI_0317,A,Assuré
ROLE_001255,BA000430,CLI_0317,B,Bénéficiaire en cas de décès
ROLE_001256,BA000431,CLI_0318,S,Souscripteur / Preneur
ROLE_001257,BA000431,CLI_0318,A,Assuré
ROLE_001258,BA000431,CLI_0318,B,Bénéficiaire en cas de décès
ROLE_001259,BA000432,CLI_0319,S,Souscripteur / Preneur
ROLE_001260,BA000432,CLI_0319,A,Assuré
ROLE_001261,BA000432,CLI_0319,B,Bénéficiaire en cas de décès
ROLE_001262,BA000433,CLI_0319,S,Souscripteur / Preneur
ROLE_001263,BA000433,CLI_0319,A,Assuré
ROLE_001264,BA000433,CLI_0319,B,Bénéficiaire en cas de décès
ROLE_001265,BA000434,CLI_0319,S,Souscripteur / Preneur
ROLE_001266,BA000434,CLI_0319,A,Assuré
ROLE_001267,BA000434,CLI_0319,B,Bénéficiaire en cas de décès
ROLE_001268,BA000435,CLI_0320,S,Souscripteur / Preneur
ROLE_001269,BA000435,CLI_0320,A,Assuré
ROLE_001270,BA000435,CLI_0320,B,Bénéficiaire en cas de décès
ROLE_001271,BA000436,CLI_0320,S,Souscripteur / Preneur
ROLE_001272,BA000436,CLI_0320,A,Assuré
ROLE_001273,BA000436,CLI_0320,B,Bénéficiaire en cas de décès
ROLE_001274,BA000437,CLI_0320,S,Souscripteur / Preneur
ROLE_001275,BA000437,CLI_0320,A,Assuré
ROLE_001276,BA000437,CLI_0320,B,Bénéficiaire en cas de décès
ROLE_001277,BA000438,CLI_0321,S,Souscripteur / Preneur
ROLE_001278,BA000438,CLI_0321,A,Assuré
ROLE_001279,BA000438,CLI_0321,B,Bénéficiaire en cas de décès
ROLE_001280,BA000439,CLI_0322,S,Souscripteur / Preneur
ROLE_001281,BA000439,CLI_0322,A,Assuré
ROLE_001282,BA000439,CLI_0322,B,Bénéficiaire en cas de décès
ROLE_001283,BA000440,CLI_0323,S,Souscripteur / Preneur
ROLE_001284,BA000440,CLI_0323,A,Assuré
ROLE_001285,BA000440,CLI_0323,B,Bénéficiaire en cas de décès
ROLE_001286,BA000440,CLI_0323,UBO,Bénéficiaire effectif
ROLE_001287,BA000441,CLI_0324,S,Souscripteur / Preneur
ROLE_001288,BA000441,CLI_0324,A,Assuré
ROLE_001289,BA000441,CLI_0324,B,Bénéficiaire en cas de décès
ROLE_001290,BA000442,CLI_0324,S,Souscripteur / Preneur
ROLE_001291,BA000442,CLI_0324,A,Assuré
ROLE_001292,BA000442,CLI_0324,B,Bénéficiaire en cas de décès
ROLE_001293,BA000443,CLI_0325,S,Souscripteur / Preneur
ROLE_001294,BA000443,CLI_0325,A,Assuré
ROLE_001295,BA000443,CLI_0325,B,Bénéficiaire en cas de décès
ROLE_001296,BA000444,CLI_0325,S,Souscripteur / Preneur
ROLE_001297,BA000444,CLI_0325,A,Assuré
ROLE_001298,BA000444,CLI_0325,B,Bénéficiaire en cas de décès
ROLE_001299,BA000445,CLI_0325,S,Souscripteur / Preneur
ROLE_001300,BA000445,CLI_0325,A,Assuré
ROLE_001301,BA000445,CLI_0325,B,Bénéficiaire en cas de décès
ROLE_001302,BA000446,CLI_0326,S,Souscripteur / Preneur
ROLE_001303,BA000446,CLI_0326,A,Assuré
ROLE_001304,BA000446,CLI_0326,B,Bénéficiaire en cas de décès
ROLE_001305,BA000447,CLI_0327,S,Souscripteur / Preneur
ROLE_001306,BA000447,CLI_0327,A,Assuré
ROLE_001307,BA000447,CLI_0327,B,Bénéficiaire en cas de décès
ROLE_001308,BA000448,CLI_0327,S,Souscripteur / Preneur
ROLE_001309,BA000448,CLI_0327,A,Assuré
ROLE_001310,BA000448,CLI_0327,B,Bénéficiaire en cas de décès
ROLE_001311,BA000449,CLI_0328,S,Souscripteur / Preneur
ROLE_001312,BA000449,CLI_0328,B,Bénéficiaire en cas de décès
ROLE_001313,BA000450,CLI_0329,S,Souscripteur / Preneur
ROLE_001314,BA000450,CLI_0329,A,Assuré
ROLE_001315,BA000450,CLI_0329,B,Bénéficiaire en cas de décès
ROLE_001316,BA000451,CLI_0330,S,Souscripteur / Preneur
ROLE_001317,BA000451,CLI_0330,A,Assuré
ROLE_001318,BA000451,CLI_0330,B,Bénéficiaire en cas de décès
ROLE_001319,BA000452,CLI_0331,S,Souscripteur / Preneur
ROLE_001320,BA000452,CLI_0331,A,Assuré
ROLE_001321,BA000452,CLI_0331,B,Bénéficiaire en cas de décès
ROLE_001322,BA000453,CLI_0332,S,Souscripteur / Preneur
ROLE_001323,BA000453,CLI_0332,A,Assuré
ROLE_001324,BA000453,CLI_0332,B,Bénéficiaire en cas de décès
ROLE_001325,BA000454,CLI_0333,S,Souscripteur / Preneur
ROLE_001326,BA000454,CLI_0333,A,Assuré
ROLE_001327,BA000454,CLI_0333,B,Bénéficiaire en cas de décès
ROLE_001328,BA000455,CLI_0333,S,Souscripteur / Preneur
ROLE_001329,BA000455,CLI_0333,A,Assuré
ROLE_001330,BA000455,CLI_0333,B,Bénéficiaire en cas de décès
ROLE_001331,BA000456,CLI_0334,S,Souscripteur / Preneur
ROLE_001332,BA000456,CLI_0334,A,Assuré
ROLE_001333,BA000456,CLI_0334,B,Bénéficiaire en cas de décès
ROLE_001334,BA000457,CLI_0335,S,Souscripteur / Preneur
ROLE_001335,BA000457,CLI_0335,A,Assuré
ROLE_001336,BA000457,CLI_0335,B,Bénéficiaire en cas de décès
ROLE_001337,BA000458,CLI_0336,S,Souscripteur / Preneur
ROLE_001338,BA000458,CLI_0336,A,Assuré
ROLE_001339,BA000458,CLI_0336,B,Bénéficiaire en cas de décès
ROLE_001340,BA000459,CLI_0336,S,Souscripteur / Preneur
ROLE_001341,BA000459,CLI_0336,A,Assuré
ROLE_001342,BA000459,CLI_0336,B,Bénéficiaire en cas de décès
ROLE_001343,BA000460,CLI_0337,S,Souscripteur / Preneur
ROLE_001344,BA000460,CLI_0337,A,Assuré
ROLE_001345,BA000460,CLI_0337,B,Bénéficiaire en cas de décès
ROLE_001346,BA000461,CLI_0338,S,Souscripteur / Preneur
ROLE_001347,BA000461,CLI_0338,A,Assuré
ROLE_001348,BA000461,CLI_0338,B,Bénéficiaire en cas de décès
ROLE_001349,BA000462,CLI_0339,S,Souscripteur / Preneur
ROLE_001350,BA000462,CLI_0339,A,Assuré
ROLE_001351,BA000462,CLI_0339,B,Bénéficiaire en cas de décès
ROLE_001352,BA000463,CLI_0340,S,Souscripteur / Preneur
ROLE_001353,BA000463,CLI_0340,A,Assuré
ROLE_001354,BA000463,CLI_0340,B,Bénéficiaire en cas de décès
ROLE_001355,BA000464,CLI_0340,S,Souscripteur / Preneur
ROLE_001356,BA000464,CLI_0340,A,Assuré
ROLE_001357,BA000464,CLI_0340,B,Bénéficiaire en cas de décès
ROLE_001358,BA000465,CLI_0341,S,Souscripteur / Preneur
ROLE_001359,BA000465,CLI_0341,A,Assuré
ROLE_001360,BA000465,CLI_0341,B,Bénéficiaire en cas de décès
ROLE_001361,BA000465,CLI_0341,UBO,Bénéficiaire effectif
ROLE_001362,BA000466,CLI_0342,S,Souscripteur / Preneur
ROLE_001363,BA000466,CLI_0342,B,Bénéficiaire en cas de décès
ROLE_001364,BA000467,CLI_0342,S,Souscripteur / Preneur
ROLE_001365,BA000467,CLI_0342,A,Assuré
ROLE_001366,BA000467,CLI_0342,B,Bénéficiaire en cas de décès
ROLE_001367,BA000468,CLI_0343,S,Souscripteur / Preneur
ROLE_001368,BA000468,CLI_0343,A,Assuré
ROLE_001369,BA000468,CLI_0343,B,Bénéficiaire en cas de décès
ROLE_001370,BA000469,CLI_0343,S,Souscripteur / Preneur
ROLE_001371,BA000469,CLI_0343,A,Assuré
ROLE_001372,BA000469,CLI_0343,B,Bénéficiaire en cas de décès
ROLE_001373,BA000470,CLI_0344,S,Souscripteur / Preneur
ROLE_001374,BA000470,CLI_0344,A,Assuré
ROLE_001375,BA000470,CLI_0344,B,Bénéficiaire en cas de décès
ROLE_001376,BA000471,CLI_0345,S,Souscripteur / Preneur
ROLE_001377,BA000471,CLI_0345,A,Assuré
ROLE_001378,BA000471,CLI_0345,B,Bénéficiaire en cas de décès
ROLE_001379,BA000472,CLI_0346,S,Souscripteur / Preneur
ROLE_001380,BA000472,CLI_0346,A,Assuré
ROLE_001381,BA000472,CLI_0346,B,Bénéficiaire en cas de décès
ROLE_001382,BA000473,CLI_0347,S,Souscripteur / Preneur
ROLE_001383,BA000473,CLI_0347,A,Assuré
ROLE_001384,BA000473,CLI_0347,B,Bénéficiaire en cas de décès
ROLE_001385,BA000473,CLI_0347,UBO,Bénéficiaire effectif
ROLE_001386,BA000474,CLI_0348,S,Souscripteur / Preneur
ROLE_001387,BA000474,CLI_0348,A,Assuré
ROLE_001388,BA000474,CLI_0348,B,Bénéficiaire en cas de décès
ROLE_001389,BA000475,CLI_0349,S,Souscripteur / Preneur
ROLE_001390,BA000475,CLI_0349,A,Assuré
ROLE_001391,BA000475,CLI_0349,B,Bénéficiaire en cas de décès
ROLE_001392,BA000476,CLI_0350,S,Souscripteur / Preneur
ROLE_001393,BA000476,CLI_0350,A,Assuré
ROLE_001394,BA000476,CLI_0350,B,Bénéficiaire en cas de décès
ROLE_001395,BA000477,CLI_0351,S,Souscripteur / Preneur
ROLE_001396,BA000477,CLI_0351,B,Bénéficiaire en cas de décès
ROLE_001397,BA000478,CLI_0352,S,Souscripteur / Preneur
ROLE_001398,BA000478,CLI_0352,A,Assuré
ROLE_001399,BA000478,CLI_0352,B,Bénéficiaire en cas de décès
ROLE_001400,BA000479,CLI_0352,S,Souscripteur / Preneur
ROLE_001401,BA000479,CLI_0352,A,Assuré
ROLE_001402,BA000479,CLI_0352,B,Bénéficiaire en cas de décès
ROLE_001403,BA000480,CLI_0353,S,Souscripteur / Preneur
ROLE_001404,BA000480,CLI_0353,A,Assuré
ROLE_001405,BA000480,CLI_0353,B,Bénéficiaire en cas de décès
ROLE_001406,BA000481,CLI_0353,S,Souscripteur / Preneur
ROLE_001407,BA000481,CLI_0353,A,Assuré
ROLE_001408,BA000481,CLI_0353,B,Bénéficiaire en cas de décès
ROLE_001409,BA000482,CLI_0354,S,Souscripteur / Preneur
ROLE_001410,BA000482,CLI_0354,A,Assuré
ROLE_001411,BA000482,CLI_0354,B,Bénéficiaire en cas de décès
ROLE_001412,BA000483,CLI_0354,S,Souscripteur / Preneur
ROLE_001413,BA000483,CLI_0354,B,Bénéficiaire en cas de décès
ROLE_001414,BA000484,CLI_0355,S,Souscripteur / Preneur
ROLE_001415,BA000484,CLI_0355,A,Assuré
ROLE_001416,BA000484,CLI_0355,B,Bénéficiaire en cas de décès
ROLE_001417,BA000485,CLI_0356,S,Souscripteur / Preneur
ROLE_001418,BA000485,CLI_0356,A,Assuré
ROLE_001419,BA000485,CLI_0356,B,Bénéficiaire en cas de décès
ROLE_001420,BA000486,CLI_0357,S,Souscripteur / Preneur
ROLE_001421,BA000486,CLI_0357,A,Assuré
ROLE_001422,BA000486,CLI_0357,B,Bénéficiaire en cas de décès
ROLE_001423,BA000487,CLI_0357,S,Souscripteur / Preneur
ROLE_001424,BA000487,CLI_0357,A,Assuré
ROLE_001425,BA000487,CLI_0357,B,Bénéficiaire en cas de décès
ROLE_001426,BA000488,CLI_0358,S,Souscripteur / Preneur
ROLE_001427,BA000488,CLI_0358,A,Assuré
ROLE_001428,BA000488,CLI_0358,B,Bénéficiaire en cas de décès
ROLE_001429,BA000489,CLI_0359,S,Souscripteur / Preneur
ROLE_001430,BA000489,CLI_0359,A,Assuré
ROLE_001431,BA000489,CLI_0359,B,Bénéficiaire en cas de décès
ROLE_001432,BA000490,CLI_0360,S,Souscripteur / Preneur
ROLE_001433,BA000490,CLI_0360,A,Assuré
ROLE_001434,BA000490,CLI_0360,B,Bénéficiaire en cas de décès
ROLE_001435,BA000491,CLI_0361,S,Souscripteur / Preneur
ROLE_001436,BA000491,CLI_0361,B,Bénéficiaire en cas de décès
ROLE_001437,BA000492,CLI_0362,S,Souscripteur / Preneur
ROLE_001438,BA000492,CLI_0362,A,Assuré
ROLE_001439,BA000492,CLI_0362,B,Bénéficiaire en cas de décès
ROLE_001440,BA000493,CLI_0363,S,Souscripteur / Preneur
ROLE_001441,BA000493,CLI_0363,A,Assuré
ROLE_001442,BA000493,CLI_0363,B,Bénéficiaire en cas de décès
ROLE_001443,BA000494,CLI_0363,S,Souscripteur / Preneur
ROLE_001444,BA000494,CLI_0363,A,Assuré
ROLE_001445,BA000494,CLI_0363,B,Bénéficiaire en cas de décès
ROLE_001446,BA000495,CLI_0364,S,Souscripteur / Preneur
ROLE_001447,BA000495,CLI_0364,A,Assuré
ROLE_001448,BA000495,CLI_0364,B,Bénéficiaire en cas de décès
