id_support,ref_support,id_contrat,code_isin,designation,type_fonds,juridiction,risque_juridiction,liquidite,est_offshore,montant_euro,nombre_parts,valeur_cotation_euro,poids_pct,flag_mandat_gestion,date_valorisation
SUP_000719,FR0010923383,BA000370,FR0010923383,H2O Multistrategies R,OPCVM,France,FAIBLE,haute,False,102000,793.53,128.539651,22.73,True,2026-07-16
SUP_000720,FID_UBS,BA000371,FID_UBS,UBS Luxembourg FID Patrimoine,FID,Luxembourg,FAIBLE,faible,False,72700,546.23,133.094625,16.26,True,2026-07-07
SUP_000721,FR001400OJI4,BA000371,FR001400OJI4,DNCA Flexibonds C,OPCVM,France,FAIBLE,haute,False,58600,472.74,123.957795,13.1,True,2026-07-07
SUP_000722,LU0104884860,BA000371,LU0104884860,Pictet-Water P EUR,OPCVM,Luxembourg,FAIBLE,haute,False,316000,2380.08,132.768487,70.64,True,2026-07-30
SUP_000723,FID_UBS,BA000372,FID_UBS,UBS Luxembourg FID Patrimoine,FID,Luxembourg,FAIBLE,faible,False,1200,12.16,98.712969,0.5,True,2026-07-27
SUP_000724,LU0104884860,BA000372,LU0104884860,Pictet-Water P EUR,OPCVM,Luxembourg,FAIBLE,haute,False,59300,516.92,114.717058,24.66,True,2026-07-23
SUP_000725,FR0010923383,BA000372,FR0010923383,H2O Multistrategies R,OPCVM,France,FAIBLE,haute,False,180100,1220.25,147.593255,74.84,True,2026-07-21
SUP_000726,FAS_IND,BA000373,FAS_IND,Indosuez Wealth Management FAS,FAS,Luxembourg,FAIBLE,moyenne,False,55700,444.94,125.184114,22.92,True,2026-07-29
SUP_000727,XS2428662824,BA000373,XS2428662824,BNP Paribas Certificat,OPCVM,Luxembourg,FAIBLE,moyenne,False,187500,1690.78,110.895722,77.08,True,2026-07-23
SUP_000728,FR001400OJI4,BA000374,FR001400OJI4,DNCA Flexibonds C,OPCVM,France,FAIBLE,haute,False,15800,195.68,80.744103,9.0,False,2026-07-19
SUP_000729,LU0255977539,BA000374,LU0255977539,Pictet-Biotech R EUR,OPCVM,Luxembourg,FAIBLE,haute,False,159900,1634.95,97.801365,91.0,False,2026-07-18
SUP_000730,FID_UBS,BA000375,FID_UBS,UBS Luxembourg FID Patrimoine,FID,Luxembourg,FAIBLE,faible,False,111900,771.31,145.078761,5.39,True,2026-07-14
SUP_000731,LU0255977539,BA000375,LU0255977539,Pictet-Biotech R EUR,OPCVM,Luxembourg,FAIBLE,haute,False,487500,4733.04,102.999427,23.47,True,2026-07-12
SUP_000732,FR0010923383,BA000375,FR0010923383,H2O Multistrategies R,OPCVM,France,FAIBLE,haute,False,1478000,14790.0,99.932379,71.15,True,2026-07-29
SUP_000733,FAS_IND,BA000376,FAS_IND,Indosuez Wealth Management FAS,FAS,Luxembourg,FAIBLE,moyenne,False,49400,400.28,123.413375,21.82,True,2026-07-08
SUP_000734,FR0010392225,BA000376,FR0010392225,Varenne Capital Partners,OPCVM,France,FAIBLE,haute,False,177000,1558.86,113.54462,78.18,True,2026-07-31
SUP_000735,FID_BNP,BA000377,FID_BNP,BNP Paribas Wealth FID,FID,Luxembourg,FAIBLE,faible,False,53300,604.05,88.237886,20.95,True,2026-08-04
SUP_000736,LU0255977539,BA000377,LU0255977539,Pictet-Biotech R EUR,OPCVM,Luxembourg,FAIBLE,haute,False,201200,1802.58,111.618037,79.05,True,2026-07-18
SUP_000737,FID_BNP,BA000378,FID_BNP,BNP Paribas Wealth FID,FID,Luxembourg,FAIBLE,faible,False,32900,241.47,136.251204,12.14,True,2026-07-11
SUP_000738,XS2428662824,BA000378,XS2428662824,BNP Paribas Certificat,OPCVM,Luxembourg,FAIBLE,moyenne,False,188900,1928.67,97.943018,69.61,True,2026-07-16
SUP_000739,FR0010923383,BA000378,FR0010923383,H2O Multistrategies R,OPCVM,France,FAIBLE,haute,False,49500,375.7,131.755,18.26,True,2026-07-21
SUP_000740,FR0010923383,BA000379,FR0010923383,H2O Multistrategies R,OPCVM,France,FAIBLE,haute,False,247600,2128.1,116.348019,100.0,False,2026-07-24
SUP_000741,FID_BNP,BA000380,FID_BNP,BNP Paribas Wealth FID,FID,Luxembourg,FAIBLE,faible,False,144200,985.16,146.371573,42.49,True,2026-08-05
SUP_000742,FR0010392225,BA000380,FR0010392225,Varenne Capital Partners,OPCVM,France,FAIBLE,haute,False,195300,1305.75,149.569306,57.51,True,2026-08-05
SUP_000743,FID_BNP,BA000381,FID_BNP,BNP Paribas Wealth FID,FID,Luxembourg,FAIBLE,faible,False,24900,174.04,143.070005,10.44,True,2026-07-18
SUP_000744,XS2428662824,BA000381,XS2428662824,BNP Paribas Certificat,OPCVM,Luxembourg,FAIBLE,moyenne,False,28200,188.31,149.756086,11.82,True,2026-07-14
SUP_000745,FR001400OJI4,BA000381,FR001400OJI4,DNCA Flexibonds C,OPCVM,France,FAIBLE,haute,False,185500,1531.37,121.133656,77.74,True,2026-08-04
SUP_000746,FAS_ROT,BA000382,FAS_ROT,Rothschild & Co Gestion FAS,FAS,Luxembourg,FAIBLE,moyenne,False,421600,2848.26,148.020243,100.0,True,2026-08-04
SUP_000747,XS2428662824,BA000383,XS2428662824,BNP Paribas Certificat,OPCVM,Luxembourg,FAIBLE,moyenne,False,425500,4013.32,106.02198,100.0,False,2026-07-12
SUP_000748,FID_BNP,BA000384,FID_BNP,BNP Paribas Wealth FID,FID,Luxembourg,FAIBLE,faible,False,356300,3427.3,103.959457,100.0,True,2026-07-23
SUP_000749,FID_BNP,BA000385,FID_BNP,BNP Paribas Wealth FID,FID,Luxembourg,FAIBLE,faible,False,269000,3032.9,88.693854,60.52,True,2026-07-22
SUP_000750,LU0104884860,BA000385,LU0104884860,Pictet-Water P EUR,OPCVM,Luxembourg,FAIBLE,haute,False,175500,1666.47,105.312213,39.48,True,2026-07-30
SUP_000751,FAS_ROT,BA000386,FAS_ROT,Rothschild & Co Gestion FAS,FAS,Luxembourg,FAIBLE,moyenne,False,302300,3657.88,82.643491,100.0,True,2026-07-24
SUP_000752,FAS_ROT,BA000387,FAS_ROT,Rothschild & Co Gestion FAS,FAS,Luxembourg,FAIBLE,moyenne,False,891300,7068.89,126.087753,100.0,True,2026-07-15
SUP_000753,FID_UBS,BA000388,FID_UBS,UBS Luxembourg FID Patrimoine,FID,Luxembourg,FAIBLE,faible,False,244900,1664.2,147.157632,90.19,True,2026-07-08
SUP_000754,LU0104884860,BA000388,LU0104884860,Pictet-Water P EUR,OPCVM,Luxembourg,FAIBLE,haute,False,26600,193.35,137.576465,9.81,True,2026-07-30
SUP_000755,FID_UBS,BA000389,FID_UBS,UBS Luxembourg FID Patrimoine,FID,Luxembourg,FAIBLE,faible,False,416000,2982.55,139.478032,100.0,True,2026-08-01
SUP_000756,FID_UBS,BA000390,FID_UBS,UBS Luxembourg FID Patrimoine,FID,Luxembourg,FAIBLE,faible,False,642700,8011.2,80.225193,100.0,True,2026-07-29
SUP_000757,FR0010923383,BA000391,FR0010923383,H2O Multistrategies R,OPCVM,France,FAIBLE,haute,False,419500,3356.36,124.986695,100.0,False,2026-07-07
SUP_000758,FID_UBS,BA000392,FID_UBS,UBS Luxembourg FID Patrimoine,FID,Luxembourg,FAIBLE,faible,False,334400,2452.39,136.356597,100.0,True,2026-08-02
SUP_000759,FAS_IND,BA000393,FAS_IND,Indosuez Wealth Management FAS,FAS,Luxembourg,FAIBLE,moyenne,False,152600,1613.22,94.593626,52.36,True,2026-07-15
SUP_000760,XS2428662824,BA000393,XS2428662824,BNP Paribas Certificat,OPCVM,Luxembourg,FAIBLE,moyenne,False,89000,973.37,91.434668,30.52,True,2026-07-08
SUP_000761,FR0010923383,BA000393,FR0010923383,H2O Multistrategies R,OPCVM,France,FAIBLE,haute,False,49900,565.61,88.22325,17.12,True,2026-07-16
SUP_000762,FID_BNP,BA000394,FID_BNP,BNP Paribas Wealth FID,FID,Luxembourg,FAIBLE,faible,False,333200,3850.28,86.53926,22.37,True,2026-07-18
SUP_000763,FR0010392225,BA000394,FR0010392225,Varenne Capital Partners,OPCVM,France,FAIBLE,haute,False,660900,4455.08,148.347454,44.38,True,2026-07-08
SUP_000764,LU0255977539,BA000394,LU0255977539,Pictet-Biotech R EUR,OPCVM,Luxembourg,FAIBLE,haute,False,495000,4813.07,102.845056,33.24,True,2026-07-31
SUP_000765,FID_UBS,BA000395,FID_UBS,UBS Luxembourg FID Patrimoine,FID,Luxembourg,FAIBLE,faible,False,257900,3016.83,85.487026,100.0,True,2026-07-18
SUP_000766,FID_UBS,BA000396,FID_UBS,UBS Luxembourg FID Patrimoine,FID,Luxembourg,FAIBLE,faible,False,153400,1055.53,145.329624,23.72,True,2026-07-20
SUP_000767,LU0104884860,BA000396,LU0104884860,Pictet-Water P EUR,OPCVM,Luxembourg,FAIBLE,haute,False,350500,3945.2,88.842062,54.22,True,2026-07-11
SUP_000768,XS2428662824,BA000396,XS2428662824,BNP Paribas Certificat,OPCVM,Luxembourg,FAIBLE,moyenne,False,131200,913.65,143.599594,20.3,True,2026-08-05
SUP_000769,FR0010923383,BA000396,FR0010923383,H2O Multistrategies R,OPCVM,France,FAIBLE,haute,False,11400,112.8,101.066951,1.76,True,2026-07-08
SUP_000770,FAS_IND,BA000397,FAS_IND,Indosuez Wealth Management FAS,FAS,Luxembourg,FAIBLE,moyenne,False,112300,1162.21,96.625969,74.65,True,2026-07-22
SUP_000771,LU0104884860,BA000397,LU0104884860,Pictet-Water P EUR,OPCVM,Luxembourg,FAIBLE,haute,False,16400,111.01,147.739251,10.88,True,2026-07-30
SUP_000772,FR001400OJI4,BA000397,FR001400OJI4,DNCA Flexibonds C,OPCVM,France,FAIBLE,haute,False,21800,151.74,143.66804,14.48,True,2026-07-08
SUP_000773,FID_BNP,BA000398,FID_BNP,BNP Paribas Wealth FID,FID,Luxembourg,FAIBLE,faible,False,923400,7124.06,129.617159,100.0,True,2026-07-20
SUP_000774,FID_BNP,BA000399,FID_BNP,BNP Paribas Wealth FID,FID,Luxembourg,FAIBLE,faible,False,992600,8938.92,111.042551,100.0,True,2026-07-28
SUP_000775,FR001400OJI4,BA000400,FR001400OJI4,DNCA Flexibonds C,OPCVM,France,FAIBLE,haute,False,412300,3530.56,116.780466,59.51,False,2026-07-24
SUP_000776,PE_LUX_01,BA000400,PE_LUX_01,Luxembourg PE SICAR,PE,Luxembourg,FAIBLE,très faible,False,213700,1614.14,132.392841,30.84,False,2026-07-12
SUP_000777,FR001400OJI4,BA000400,FR001400OJI4,DNCA Flexibonds C,OPCVM,France,FAIBLE,haute,False,66900,676.01,98.962667,9.65,False,2026-08-02
SUP_000778,FID_BNP,BA000401,FID_BNP,BNP Paribas Wealth FID,FID,Luxembourg,FAIBLE,faible,False,204100,2113.51,96.569152,49.83,True,2026-07-14
SUP_000779,FR0010392225,BA000401,FR0010392225,Varenne Capital Partners,OPCVM,France,FAIBLE,haute,False,205500,1488.15,138.090705,50.17,True,2026-07-15
SUP_000780,FID_UBS,BA000402,FID_UBS,UBS Luxembourg FID Patrimoine,FID,Luxembourg,FAIBLE,faible,False,1284400,14117.86,90.976983,100.0,True,2026-07-10
SUP_000781,FID_BNP,BA000403,FID_BNP,BNP Paribas Wealth FID,FID,Luxembourg,FAIBLE,faible,False,481000,3602.23,133.528213,100.0,True,2026-07-09
SUP_000782,FR0010923383,BA000404,FR0010923383,H2O Multistrategies R,OPCVM,France,FAIBLE,haute,False,27300,260.37,104.852507,9.56,False,2026-07-21
SUP_000783,FR0010392225,BA000404,FR0010392225,Varenne Capital Partners,OPCVM,France,FAIBLE,haute,False,191000,1299.6,146.968244,66.89,False,2026-07-29
SUP_000784,LU0255977539,BA000404,LU0255977539,Pictet-Biotech R EUR,OPCVM,Luxembourg,FAIBLE,haute,False,67300,583.64,115.311029,23.55,False,2026-07-22
SUP_000785,FID_UBS,BA000405,FID_UBS,UBS Luxembourg FID Patrimoine,FID,Luxembourg,FAIBLE,faible,False,2285700,18248.16,125.25649,100.0,True,2026-07-08
SUP_000786,FAS_IND,BA000406,FAS_IND,Indosuez Wealth Management FAS,FAS,Luxembourg,FAIBLE,moyenne,False,79500,629.47,126.296837,9.76,True,2026-07-28
SUP_000787,FR001400OJI4,BA000406,FR001400OJI4,DNCA Flexibonds C,OPCVM,France,FAIBLE,haute,False,735200,8593.94,85.548606,90.24,True,2026-07-23
SUP_000788,FID_BNP,BA000407,FID_BNP,BNP Paribas Wealth FID,FID,Luxembourg,FAIBLE,faible,False,911700,6262.53,145.580217,62.13,True,2026-07-20
SUP_000789,LU0255977539,BA000407,LU0255977539,Pictet-Biotech R EUR,OPCVM,Luxembourg,FAIBLE,haute,False,294000,3315.46,88.675345,20.03,True,2026-07-29
SUP_000790,LU0104884860,BA000407,LU0104884860,Pictet-Water P EUR,OPCVM,Luxembourg,FAIBLE,haute,False,261700,2387.22,109.625534,17.84,True,2026-08-04
SUP_000791,FAS_IND,BA000408,FAS_IND,Indosuez Wealth Management FAS,FAS,Luxembourg,FAIBLE,moyenne,False,102500,736.63,139.147623,9.44,True,2026-07-30
SUP_000792,FR0010392225,BA000408,FR0010392225,Varenne Capital Partners,OPCVM,France,FAIBLE,haute,False,983900,10006.5,98.326125,90.56,True,2026-07-21
SUP_000793,FR0010923383,BA000409,FR0010923383,H2O Multistrategies R,OPCVM,France,FAIBLE,haute,False,1051200,10136.85,103.700892,78.29,False,2026-07-31
SUP_000794,XS2428662824,BA000409,XS2428662824,BNP Paribas Certificat,OPCVM,Luxembourg,FAIBLE,moyenne,False,291400,2115.9,137.719002,21.71,False,2026-07-12
SUP_000795,FR001400OJI4,BA000410,FR001400OJI4,DNCA Flexibonds C,OPCVM,France,FAIBLE,haute,False,120600,849.69,141.934264,29.53,False,2026-08-05
SUP_000796,FR0010392225,BA000410,FR0010392225,Varenne Capital Partners,OPCVM,France,FAIBLE,haute,False,269300,1935.02,139.171472,65.96,False,2026-08-05
SUP_000797,XS2428662824,BA000410,XS2428662824,BNP Paribas Certificat,OPCVM,Luxembourg,FAIBLE,moyenne,False,18400,139.82,131.596595,4.5,False,2026-07-22
SUP_000798,FID_UBS,BA000411,FID_UBS,UBS Luxembourg FID Patrimoine,FID,Luxembourg,FAIBLE,faible,False,254300,2538.75,100.167479,68.64,True,2026-07-09
SUP_000799,FR0010392225,BA000411,FR0010392225,Varenne Capital Partners,OPCVM,France,FAIBLE,haute,False,116200,895.02,129.829177,31.36,True,2026-07-16
SUP_000800,FAS_ROT,BA000412,FAS_ROT,Rothschild & Co Gestion FAS,FAS,Luxembourg,FAIBLE,moyenne,False,210900,2575.93,81.873353,100.0,True,2026-07-16
SUP_000801,FID_BNP,BA000413,FID_BNP,BNP Paribas Wealth FID,FID,Luxembourg,FAIBLE,faible,False,55400,453.75,122.093407,21.7,True,2026-08-02
SUP_000802,FR0010392225,BA000413,FR0010392225,Varenne Capital Partners,OPCVM,France,FAIBLE,haute,False,64800,476.49,135.994635,25.35,True,2026-07-27
SUP_000803,FR0010392225,BA000413,FR0010392225,Varenne Capital Partners,OPCVM,France,FAIBLE,haute,False,102900,707.75,145.390893,40.26,True,2026-08-02
SUP_000804,FR0010392225,BA000413,FR0010392225,Varenne Capital Partners,OPCVM,France,FAIBLE,haute,False,32400,306.3,105.778711,12.69,True,2026-07-30
SUP_000805,FID_BNP,BA000414,FID_BNP,BNP Paribas Wealth FID,FID,Luxembourg,FAIBLE,faible,False,314000,2241.0,140.116202,100.0,True,2026-07-10
SUP_000806,FID_BNP,BA000415,FID_BNP,BNP Paribas Wealth FID,FID,Luxembourg,FAIBLE,faible,False,1107700,12215.75,90.678038,81.58,True,2026-07-08
SUP_000807,XS2428662824,BA000415,XS2428662824,BNP Paribas Certificat,OPCVM,Luxembourg,FAIBLE,moyenne,False,250100,2259.16,110.70475,18.42,True,2026-07-12
SUP_000808,FID_BNP,BA000416,FID_BNP,BNP Paribas Wealth FID,FID,Luxembourg,FAIBLE,faible,False,312300,2254.13,138.5455,100.0,True,2026-07-28
SUP_000809,FAS_ROT,BA000417,FAS_ROT,Rothschild & Co Gestion FAS,FAS,Luxembourg,FAIBLE,moyenne,False,246100,2320.66,106.047272,80.54,True,2026-08-04
SUP_000810,FR0010392225,BA000417,FR0010392225,Varenne Capital Partners,OPCVM,France,FAIBLE,haute,False,59500,421.47,141.171585,19.46,True,2026-07-13
SUP_000811,PE_LUX_01,BA000418,PE_LUX_01,Luxembourg PE SICAR,PE,Luxembourg,FAIBLE,très faible,False,282100,3197.58,88.223037,100.0,False,2026-07-21
SUP_000812,FR0010923383,BA000419,FR0010923383,H2O Multistrategies R,OPCVM,France,FAIBLE,haute,False,2205800,15800.09,139.606812,100.0,False,2026-07-10
SUP_000813,FAS_IND,BA000420,FAS_IND,Indosuez Wealth Management FAS,FAS,Luxembourg,FAIBLE,moyenne,False,59500,522.95,113.776925,7.32,True,2026-08-01
SUP_000814,LU0255977539,BA000420,LU0255977539,Pictet-Biotech R EUR,OPCVM,Luxembourg,FAIBLE,haute,False,752900,6668.99,112.895602,92.68,True,2026-07-24
SUP_000815,FR0010923383,BA000421,FR0010923383,H2O Multistrategies R,OPCVM,France,FAIBLE,haute,False,713700,5500.64,129.748639,100.0,False,2026-07-16
SUP_000816,PE_LUX_01,BA000422,PE_LUX_01,Luxembourg PE SICAR,PE,Luxembourg,FAIBLE,très faible,False,39800,287.89,138.248945,8.44,False,2026-07-12
SUP_000817,FR001400OJI4,BA000422,FR001400OJI4,DNCA Flexibonds C,OPCVM,France,FAIBLE,haute,False,35900,299.56,119.843344,7.62,False,2026-07-22
SUP_000818,FR0010392225,BA000422,FR0010392225,Varenne Capital Partners,OPCVM,France,FAIBLE,haute,False,395500,3005.21,131.604812,83.94,False,2026-07-23
SUP_000819,FID_UBS,BA000423,FID_UBS,UBS Luxembourg FID Patrimoine,FID,Luxembourg,FAIBLE,faible,False,374900,2693.6,139.181631,86.55,True,2026-07-12
SUP_000820,XS2428662824,BA000423,XS2428662824,BNP Paribas Certificat,OPCVM,Luxembourg,FAIBLE,moyenne,False,58200,666.01,87.386595,13.45,True,2026-07-31
SUP_000821,LU0255977539,BA000424,LU0255977539,Pictet-Biotech R EUR,OPCVM,Luxembourg,FAIBLE,haute,False,235200,1740.08,135.166448,37.79,False,2026-07-18
SUP_000822,FR001400OJI4,BA000424,FR001400OJI4,DNCA Flexibonds C,OPCVM,France,FAIBLE,haute,False,387200,3069.86,126.129372,62.21,False,2026-07-27
SUP_000823,LU0255977539,BA000425,LU0255977539,Pictet-Biotech R EUR,OPCVM,Luxembourg,FAIBLE,haute,False,10000,104.75,95.469781,3.91,False,2026-08-04
SUP_000824,FR0010392225,BA000425,FR0010392225,Varenne Capital Partners,OPCVM,France,FAIBLE,haute,False,245900,1718.2,143.114652,96.09,False,2026-07-20
SUP_000825,FAS_IND,BA000426,FAS_IND,Indosuez Wealth Management FAS,FAS,Luxembourg,FAIBLE,moyenne,False,358300,2896.89,123.684569,25.89,True,2026-07-30
SUP_000826,FR0010923383,BA000426,FR0010923383,H2O Multistrategies R,OPCVM,France,FAIBLE,haute,False,154900,1144.13,135.386435,11.19,True,2026-07-28
SUP_000827,FR0010923383,BA000426,FR0010923383,H2O Multistrategies R,OPCVM,France,FAIBLE,haute,False,751700,7072.01,106.292287,54.32,True,2026-07-16
SUP_000828,FR0010392225,BA000426,FR0010392225,Varenne Capital Partners,OPCVM,France,FAIBLE,haute,False,119100,1343.11,88.674744,8.6,True,2026-07-14
SUP_000829,FAS_IND,BA000427,FAS_IND,Indosuez Wealth Management FAS,FAS,Luxembourg,FAIBLE,moyenne,False,883600,9740.61,90.713045,100.0,True,2026-07-14
SUP_000830,FID_BNP,BA000428,FID_BNP,BNP Paribas Wealth FID,FID,Luxembourg,FAIBLE,faible,False,2734200,25982.77,105.231281,100.0,True,2026-07-30
SUP_000831,PE_LUX_01,BA000429,PE_LUX_01,Luxembourg PE SICAR,PE,Luxembourg,FAIBLE,très faible,False,210900,1640.73,128.540154,30.29,False,2026-07-31
SUP_000832,PE_CAY_01,BA000429,PE_CAY_01,Cayman Growth Fund I,PE,Cayman Islands,ELEVE,très faible,True,38000,403.67,94.137078,5.46,False,2026-07-12
SUP_000833,PE_LUX_01,BA000429,PE_LUX_01,Luxembourg PE SICAR,PE,Luxembourg,FAIBLE,très faible,False,447500,5130.39,87.225328,64.26,False,2026-08-02
SUP_000834,FID_BNP,BA000430,FID_BNP,BNP Paribas Wealth FID,FID,Luxembourg,FAIBLE,faible,False,606100,5843.11,103.728938,74.62,True,2026-07-13
SUP_000835,LU0104884860,BA000430,LU0104884860,Pictet-Water P EUR,OPCVM,Luxembourg,FAIBLE,haute,False,192400,1306.83,147.226759,23.68,True,2026-07-22
SUP_000836,LU0104884860,BA000430,LU0104884860,Pictet-Water P EUR,OPCVM,Luxembourg,FAIBLE,haute,False,13800,133.27,103.547299,1.7,True,2026-07-29
SUP_000837,FR0010392225,BA000431,FR0010392225,Varenne Capital Partners,OPCVM,France,FAIBLE,haute,False,702200,6694.3,104.895248,100.0,False,2026-07-22
SUP_000838,FAS_ROT,BA000432,FAS_ROT,Rothschild & Co Gestion FAS,FAS,Luxembourg,FAIBLE,moyenne,False,149900,1019.21,147.075349,17.38,True,2026-07-11
SUP_000839,FR0010392225,BA000432,FR0010392225,Varenne Capital Partners,OPCVM,France,FAIBLE,haute,False,254100,2316.79,109.677387,29.46,True,2026-07-28
SUP_000840,FR0010923383,BA000432,FR0010923383,H2O Multistrategies R,OPCVM,France,FAIBLE,haute,False,441900,3711.04,119.077051,51.24,True,2026-07-19
SUP_000841,LU0255977539,BA000432,LU0255977539,Pictet-Biotech R EUR,OPCVM,Luxembourg,FAIBLE,haute,False,16500,111.57,147.89026,1.92,True,2026-07-23
SUP_000842,FID_UBS,BA000433,FID_UBS,UBS Luxembourg FID Patrimoine,FID,Luxembourg,FAIBLE,faible,False,1383100,9351.2,147.906194,100.0,True,2026-07-12
SUP_000843,FID_BNP,BA000434,FID_BNP,BNP Paribas Wealth FID,FID,Luxembourg,FAIBLE,faible,False,83800,768.57,109.033286,9.6,True,2026-07-31
SUP_000844,FR0010923383,BA000434,FR0010923383,H2O Multistrategies R,OPCVM,France,FAIBLE,haute,False,788700,9414.19,83.777796,90.4,True,2026-07-13
SUP_000845,FID_BNP,BA000435,FID_BNP,BNP Paribas Wealth FID,FID,Luxembourg,FAIBLE,faible,False,248600,1666.27,149.195866,45.88,True,2026-07-22
SUP_000846,LU0104884860,BA000435,LU0104884860,Pictet-Water P EUR,OPCVM,Luxembourg,FAIBLE,haute,False,113100,856.38,132.067266,20.88,True,2026-07-07
SUP_000847,FR0010392225,BA000435,FR0010392225,Varenne Capital Partners,OPCVM,France,FAIBLE,haute,False,180100,2084.1,86.416047,33.24,True,2026-07-14
SUP_000848,FID_BNP,BA000436,FID_BNP,BNP Paribas Wealth FID,FID,Luxembourg,FAIBLE,faible,False,331700,3298.55,100.559218,37.2,True,2026-07-25
SUP_000849,LU0104884860,BA000436,LU0104884860,Pictet-Water P EUR,OPCVM,Luxembourg,FAIBLE,haute,False,560000,6544.96,85.562039,62.8,True,2026-07-21
SUP_000850,FAS_ROT,BA000437,FAS_ROT,Rothschild & Co Gestion FAS,FAS,Luxembourg,FAIBLE,moyenne,False,444600,3483.38,127.634478,100.0,True,2026-07-07
SUP_000851,FAS_IND,BA000438,FAS_IND,Indosuez Wealth Management FAS,FAS,Luxembourg,FAIBLE,moyenne,False,143600,1159.91,123.802306,58.13,True,2026-08-02
SUP_000852,LU0104884860,BA000438,LU0104884860,Pictet-Water P EUR,OPCVM,Luxembourg,FAIBLE,haute,False,103400,857.84,120.53596,41.87,True,2026-07-30
SUP_000853,FID_UBS,BA000439,FID_UBS,UBS Luxembourg FID Patrimoine,FID,Luxembourg,FAIBLE,faible,False,77100,721.5,106.860088,27.9,True,2026-07-18
SUP_000854,FR001400OJI4,BA000439,FR001400OJI4,DNCA Flexibonds C,OPCVM,France,FAIBLE,haute,False,199400,2395.6,83.23581,72.1,True,2026-08-03
SUP_000855,FID_BNP,BA000440,FID_BNP,BNP Paribas Wealth FID,FID,Luxembourg,FAIBLE,faible,False,46400,363.64,127.597932,11.36,True,2026-07-24
SUP_000856,LU0255977539,BA000440,LU0255977539,Pictet-Biotech R EUR,OPCVM,Luxembourg,FAIBLE,haute,False,21700,262.96,82.523277,5.31,True,2026-07-21
SUP_000857,LU0104884860,BA000440,LU0104884860,Pictet-Water P EUR,OPCVM,Luxembourg,FAIBLE,haute,False,141400,1175.37,120.302761,34.65,True,2026-07-15
SUP_000858,XS2428662824,BA000440,XS2428662824,BNP Paribas Certificat,OPCVM,Luxembourg,FAIBLE,moyenne,False,198700,1347.61,147.44624,48.67,True,2026-08-02
SUP_000859,FR001400OJI4,BA000441,FR001400OJI4,DNCA Flexibonds C,OPCVM,France,FAIBLE,haute,False,120100,941.63,127.545174,27.89,False,2026-07-15
SUP_000860,FR0010392225,BA000441,FR0010392225,Varenne Capital Partners,OPCVM,France,FAIBLE,haute,False,310400,2089.3,148.566314,72.11,False,2026-07-14
SUP_000861,FID_UBS,BA000442,FID_UBS,UBS Luxembourg FID Patrimoine,FID,Luxembourg,FAIBLE,faible,False,219800,1648.01,133.37302,100.0,True,2026-07-24
SUP_000862,FID_UBS,BA000443,FID_UBS,UBS Luxembourg FID Patrimoine,FID,Luxembourg,FAIBLE,faible,False,278500,3180.61,87.561881,100.0,True,2026-07-20
SUP_000863,LU0255977539,BA000444,LU0255977539,Pictet-Biotech R EUR,OPCVM,Luxembourg,FAIBLE,haute,False,50900,618.41,82.308482,19.73,False,2026-07-27
SUP_000864,LU0255977539,BA000444,LU0255977539,Pictet-Biotech R EUR,OPCVM,Luxembourg,FAIBLE,haute,False,117600,907.61,129.571373,45.55,False,2026-07-25
SUP_000865,FR0010392225,BA000444,FR0010392225,Varenne Capital Partners,OPCVM,France,FAIBLE,haute,False,89600,699.9,128.018069,34.72,False,2026-07-30
SUP_000866,FID_BNP,BA000445,FID_BNP,BNP Paribas Wealth FID,FID,Luxembourg,FAIBLE,faible,False,179200,1624.07,110.340036,69.07,True,2026-07-28
SUP_000867,FR001400OJI4,BA000445,FR001400OJI4,DNCA Flexibonds C,OPCVM,France,FAIBLE,haute,False,80300,698.36,114.984196,30.93,True,2026-07-28
SUP_000868,FAS_ROT,BA000446,FAS_ROT,Rothschild & Co Gestion FAS,FAS,Luxembourg,FAIBLE,moyenne,False,445900,3522.17,126.598261,100.0,True,2026-07-25
SUP_000869,FID_BNP,BA000447,FID_BNP,BNP Paribas Wealth FID,FID,Luxembourg,FAIBLE,faible,False,434200,3733.02,116.313198,11.56,True,2026-07-28
SUP_000870,XS2428662824,BA000447,XS2428662824,BNP Paribas Certificat,OPCVM,Luxembourg,FAIBLE,moyenne,False,2635700,18045.99,146.054589,70.19,True,2026-07-13
SUP_000871,FR0010923383,BA000447,FR0010923383,H2O Multistrategies R,OPCVM,France,FAIBLE,haute,False,685100,4579.55,149.599807,18.25,True,2026-07-25
SUP_000872,FID_BNP,BA000448,FID_BNP,BNP Paribas Wealth FID,FID,Luxembourg,FAIBLE,faible,False,2738800,28894.0,94.787853,100.0,True,2026-08-02
SUP_000873,FAS_ROT,BA000449,FAS_ROT,Rothschild & Co Gestion FAS,FAS,Luxembourg,FAIBLE,moyenne,False,1361800,12215.03,111.485628,100.0,True,2026-07-14
SUP_000874,FID_BNP,BA000450,FID_BNP,BNP Paribas Wealth FID,FID,Luxembourg,FAIBLE,faible,False,870400,6490.45,134.104738,100.0,True,2026-07-19
SUP_000875,LU0255977539,BA000451,LU0255977539,Pictet-Biotech R EUR,OPCVM,Luxembourg,FAIBLE,haute,False,380500,2686.25,141.647464,94.14,False,2026-07-07
